	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	dna_sig_win_num	domain_length	avg_protein_len	avg_phastCons	avg_phyloP	avg_maf	avg_blosum	avg_hindex	avg_positve_cnt	avg_solvent_acc	avg_helix_prob	avg_sheet_prob	avg_turn_prob	max_pfam_C	max_pfam_H	max_pfam_K	max_pfam_R	pfam_prob_max	cnt_pfam_conserved	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	rna_sig_win_num	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	ion_sig_win_num	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	peptide_sig_win_num	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	sm_sig_win_num
CIMR	0.00011478277883725242	0.9642128850413622	0.6223776223776224	0.11188811188811189	0.0	0.0	0.0	0.0	0.0	0	143.0	2491.0	0.6862285465622279	2.7824013925152307	0.00022724993560328558	-0.2549263867445685	-0.35321765646940473	1.3216783216783217	51.817176727701195	0.041355001059546516	0.47882814306905214	0.4790461393307547	0.6262535236575559	0.1223731861872798	0.20348153811674385	0.17946052709493404	0.6920548939453689	17.0	0.00010696250683395192	0.9875791053302263	0.1048951048951049	0.0	0.0	0.0	0.0	0.0	0.0	0	0.008788528852164745	0.8753591472047514	0.7132867132867133	0.38461538461538464	0.13286713286713286	0.0	0.0	0.0	0.0	21	0.001725650392472744	0.9181703101870601	0.7622377622377622	0.15384615384615385	0.006993006993006993	0.0	0.0	0.0	0.0	0.0	0.1511543095111847	0.9992357764284785	1.0	1.0	0.8251748251748252	1.0	0.013986013986013986	0.0	0.0	136
COesterase	0.0006341466214507817	0.905300626841515	0.35992217898832685	0.09727626459143969	0.017509727626459144	0.0	0.0	0.0	0.0	8	514.0	840.3815316654808	0.6885400586454787	3.0566785376466137	0.00024712631553517814	-0.3806244447295031	-0.1766709376874747	1.1653696498054475	48.096666417780234	0.34902309747105464	0.1936549273413573	0.45743675628305974	0.7082557653707635	0.3764123729497276	0.2310872347818541	0.7956626416469645	0.926112093839122	60.0	0.00023019792570266875	0.9692732751810071	0.1867704280155642	0.01556420233463035	0.0	0.0	0.0	0.0	0.0	0	0.2477231025695801	0.7059360774245342	0.977728285077951	0.7906458797327395	0.42761692650334077	0.0200445434298441	0.013363028953229399	0.0066815144766146995	0.0022271714922048997	257	0.0010277056135237217	0.8919709567290819	0.2898832684824903	0.054474708171206226	0.0	0.0	0.0	0.0	0.0	0.0	0.6407632827758789	0.9289416024801531	1.0	0.6775956284153005	0.05737704918032787	0.07923497267759563	0.03551912568306011	0.02459016393442623	0.01092896174863388	13
CRAL_TRIO	0.0013960259966552258	0.9645160498312462	1.0	0.9937106918238994	0.5660377358490566	0.0	0.0	0.0	0.0	124	159.0	692.7418736136185	0.8742073326371971	4.388770042928414	0.00045299659091662525	-0.34260866666527046	-0.15176221799243003	2.308176100628931	48.10866824329965	0.4352719993868572	0.18384370924901913	0.3796767544077405	0.07779407558424968	0.1866873474774592	0.5915021267797494	0.3234890545759924	0.9775654821055618	6.0	0.0007036468014121058	0.9329881521905783	0.7735849056603774	0.2830188679245283	0.0880503144654088	0.0	0.0	0.0	0.0	16	0.009583271108567716	0.512833345201947	0.031446540880503145	0.018867924528301886	0.012578616352201259	0.0	0.0	0.0	0.0	0	0.013902555219829079	0.9458228993889554	1.0	1.0	0.5974842767295597	0.006289308176100629	0.0	0.0	0.0	124.0	0.0962591916322708	0.5836994101529462	0.010101010101010102	0.010101010101010102	0.010101010101010102	0.010101010101010102	0.0	0.0	0.0	0
CRAL_TRIO_2	0.0010919361375272274	0.8921519611810632	0.7985611510791367	0.43884892086330934	0.09352517985611511	0.0	0.0	0.0	0.0	7	139.0	1036.6981492780435	0.902825658305254	4.581248845625859	5.190204937099377e-05	-0.11366854568293416	-0.021473674207487182	2.3093525179856114	48.75247322369246	0.4415103535553176	0.17936014239452333	0.3789835759427581	0.09133145748120933	0.3573284114648648	0.4168453455312065	0.26935905835391905	0.6010723313648564	3.0	0.0014899182133376598	0.9628175256479992	1.0	0.5755395683453237	0.10071942446043165	0.0	0.0	0.0	0.0	10	0.0018925663316622372	0.9336113930331942	0.31654676258992803	0.1079136690647482	0.007194244604316547	0.0	0.0	0.0	0.0	0	0.02288777567446232	0.9514276349785316	1.0	1.0	0.8992805755395683	0.03597122302158273	0.0	0.0	0.0	139.0	0.01785915717482567	0.908964732815028	0.059322033898305086	0.0	0.0	0.0	0.0	0.0	0.0	0
CSD	0.045888930559158325	0.8790098493397952	1.0	1.0	1.0	0.015151515151515152	0.015151515151515152	0.0	0.0	66	66.0	474.6334235209233	0.9658266320795506	5.565684824902724	5.417795815295816e-06	0.19787157287157287	-0.28899711399711403	1.4545454545454546	56.43361832611833	0.09733989898989898	0.4497311327561327	0.45232896825396823	0.04077443447404235	0.8667454013981376	0.3315389433788689	0.21770376858107235	0.9113301895726243	12.0	0.04576506093144417	0.824577467164334	1.0	1.0	1.0	0.28125	0.140625	0.046875	0.03125	64	0.031875956803560264	0.2947474411039353	0.16666666666666666	0.06060606060606061	0.030303030303030304	0.015151515151515152	0.0	0.0	0.0	0	0.03123067691922188	0.9402193707129789	1.0	1.0	0.9545454545454546	0.045454545454545456	0.015151515151515152	0.0	0.0	66.0	0.024087581783533096	0.7615085877550715	0.030303030303030304	0.015151515151515152	0.0	0.0	0.0	0.0	0.0	0
CUB	0.00044452695874497294	0.9556133492154447	0.9818181818181818	0.7909090909090909	0.3	0.0	0.0	0.0	0.0	51	110.0	2135.615893599381	0.8061174803609009	3.7578351774291017	0.00020310275262295954	-0.4092041946453285	-0.2988134202785998	10.645454545454545	49.80556462983996	0.06286716648512032	0.4341804373352217	0.5021038113017948	0.8055983385143766	0.08051916889380244	0.1439340601365441	0.13125411836285214	0.8146880497955612	7.0	8.494337089359759e-05	0.9920353088632247	0.15454545454545454	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0562286302447319	0.5945554802958003	0.6774193548387096	0.41935483870967744	0.16129032258064516	0.021505376344086023	0.010752688172043012	0.0	0.0	15	0.011735820211470129	0.8293857135310791	0.9090909090909091	0.5727272727272728	0.17272727272727273	0.0	0.0	0.0	0.0	31.0	0.16888582706451416	0.9982296643402354	1.0	1.0	0.9454545454545454	1.0	0.06363636363636363	0.00909090909090909	0.0	110
Cadherin	0.0013410290703177452	0.9113355176191283	0.967741935483871	0.8387096774193549	0.5053763440860215	0.0	0.0	0.0	0.0	64	93.0	1891.0119947882208	0.6099494648211152	2.4976693231424085	0.00044647452424939057	-0.32130520934931533	-0.13628206731396778	56.27956989247312	50.5930979934958	0.07242470488709851	0.4751093198559296	0.45236212074912746	0.06185205222593052	0.07089750758579362	0.2104915014150297	0.30540088144602057	0.7154310863486546	9.0	0.00015406589955091476	0.9803100916654073	0.5053763440860215	0.010752688172043012	0.0	0.0	0.0	0.0	0.0	0	0.0060029812157154075	0.9026102509151115	1.0	0.92	0.44	0.0	0.0	0.0	0.0	9	0.009832785464823246	0.8132124137681028	0.8602150537634409	0.44086021505376344	0.053763440860215055	0.0	0.0	0.0	0.0	0.0	0.07738898694515227	0.9925717452436744	1.0	1.0	0.014084507042253521	0.028169014084507043	0.0	0.0	0.0	0
Cadherin_2	0.0006678129429928957	0.904853058014843	0.9036144578313253	0.6385542168674698	0.21686746987951808	0.0	0.0	0.0	0.0	28	83.0	938.0848239296827	0.4099522548092085	1.6243262693156733	0.0004123785863040295	-0.4755895475921327	-0.23541880453335692	7.72289156626506	55.68656806515008	0.23682226676838325	0.30990907619482705	0.4534557477068513	0.7407071062824041	0.07818871119278824	0.25245304700840043	0.6663634743705297	0.7407071062824041	13.0	5.9327005146769814e-05	0.9802438511526388	0.024096385542168676	0.0	0.0	0.0	0.0	0.0	0.0	0	0.2503257989883423	0.5836261264764693	1.0	0.9625	0.7125	0.075	0.075	0.0375	0.025	75	0.0015590153634548187	0.9280308668647067	0.891566265060241	0.2289156626506024	0.012048192771084338	0.0	0.0	0.0	0.0	0.0	0.1638675183057785	0.9594836257685445	1.0	0.8192771084337349	0.024096385542168676	0.03614457831325301	0.024096385542168676	0.012048192771084338	0.0	0
Calx-beta	0.0014085994334891438	0.9337632986055421	1.0	0.83	0.37	0.0	0.0	0.0	0.0	52	100.0	3933.024848863636	0.8076211401425177	3.6888947941409342	0.0005021759895424019	-0.1489977865271983	-0.15136757798573972	2.8	54.193320365418884	0.0389016431372549	0.544577312188057	0.4162549577540106	0.1150498231108487	0.06722029957904517	0.20257805700852166	0.1977483532109794	0.7233949068942876	13.0	0.0003915224806405603	0.9990294209245746	1.0	1.0	0.25	0.0	0.0	0.0	0.0	33	0.0030465861782431602	0.959286464354241	0.9647058823529412	0.6470588235294118	0.21176470588235294	0.0	0.0	0.0	0.0	22	0.001890142215415836	0.9322498987382382	0.91	0.42	0.01	0.0	0.0	0.0	0.0	0.0	0.04440911859273911	0.9639235370456082	0.78	0.08	0.0	0.0	0.0	0.0	0.0	0
Carb_anhydrase	0.0007060401258058848	0.8495686830700009	0.31496062992125984	0.1220472440944882	0.03937007874015748	0.0	0.0	0.0	0.0	11	254.0	497.2859116875096	0.7466719030871434	3.2083236420476746	0.0004965716786060291	-0.3974479042392428	-0.43637640883124906	1.594488188976378	54.795649027327464	0.2024315037826154	0.2939281988188976	0.5033783068936236	0.473009408295434	0.5913365293689705	0.20769180600202009	0.680607157850214	0.8209935712090612	25.0	0.000151892178109847	0.9905218910187269	0.027559055118110236	0.003937007874015748	0.0	0.0	0.0	0.0	0.0	0	0.11783283203840254	0.5340864118783383	0.495	0.27	0.13	0.005	0.005	0.005	0.0	26	0.018514100462198257	0.7391806824186401	0.6496062992125984	0.28346456692913385	0.06692913385826772	0.003937007874015748	0.0	0.0	0.0	27.0	0.3444181978702545	0.9848006548245548	1.0	1.0	0.8333333333333334	1.0	0.14285714285714285	0.07142857142857142	0.031746031746031744	105
Cation_ATPase	0.0004715181130450219	0.9056353326619486	0.7692307692307693	0.4065934065934066	0.10989010989010989	0.0	0.0	0.0	0.0	11	91.0	1152.797750484809	0.8187473437113912	4.193926982950334	0.00018255825361652357	-0.08831239990901264	-0.23068667466986797	3.879120879120879	52.7210063102164	0.30947161603102774	0.28435431926616805	0.40549529904269394	0.5748132922756629	0.13073407248704752	0.7224551045192243	0.32214291387243565	0.9500126297521252	11.0	0.00030318924109451473	0.9861457219913083	1.0	0.25274725274725274	0.01098901098901099	0.0	0.0	0.0	0.0	0	0.057895272970199585	0.5990385790268793	0.7252747252747253	0.42857142857142855	0.14285714285714285	0.01098901098901099	0.01098901098901099	0.0	0.0	17	0.13446076214313507	0.7997692380075168	1.0	1.0	0.8461538461538461	0.23076923076923078	0.0989010989010989	0.06593406593406594	0.04395604395604396	89.0	0.2857676148414612	0.5634591493217541	0.18072289156626506	0.060240963855421686	0.024096385542168676	0.024096385542168676	0.024096385542168676	0.012048192771084338	0.012048192771084338	0
Cation_ATPase_C	0.0017119128024205565	0.8861059231786798	0.9395604395604396	0.6428571428571429	0.23626373626373626	0.0	0.0	0.0	0.0	58	182.0	1093.7966901257544	0.8619345804616563	4.655966962039164	2.9754952663447034e-05	-0.12913118627404344	0.5184889665925542	1.2637362637362637	47.513632716400174	0.5527991349646366	0.1203654267180245	0.3253278206400904	0.0782223395681837	0.08162252609683532	0.5297659360911099	0.4346865857941944	0.7734996975375932	7.0	0.0005496732774190607	0.9973432131625284	1.0	1.0	0.15934065934065933	0.0	0.0	0.0	0.0	34	0.008462246507406235	0.9357173032436972	0.9186046511627907	0.5523255813953488	0.12790697674418605	0.0	0.0	0.0	0.0	25	0.00064378313254565	0.9228942042978046	0.4340659340659341	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.1543254554271698	0.916781283912591	0.6751592356687898	0.12101910828025478	0.012738853503184714	0.012738853503184714	0.012738853503184714	0.0	0.0	4
Chromo	0.13324128091335294	0.5145738214642318	1.0	0.8888888888888888	0.5555555555555556	0.05555555555555555	0.018518518518518517	0.018518518518518517	0.018518518518518517	39	54.0	1379.7139099603037	0.9304013317191284	4.4274679176755445	1.3405974101627937e-05	0.11521898883009994	-0.8967054314353164	5.333333333333333	65.70089709492295	0.3599505185233562	0.24213439005545326	0.39726802242457415	0.1819742655463452	0.17089430722109214	0.5867303114946097	0.2997369566848769	0.8412133206366688	9.0	0.01389803271740675	0.7754644102216197	1.0	0.8703703703703703	0.6851851851851852	0.037037037037037035	0.018518518518518517	0.0	0.0	46	0.017746685072779655	0.8233598198235298	1.0	0.8775510204081632	0.4897959183673469	0.0	0.0	0.0	0.0	23	0.07183605432510376	0.4684974822257979	0.84375	0.5	0.25	0.03125	0.03125	0.03125	0.03125	8.0	0.13231216371059418	0.9356793927888541	1.0	0.7727272727272727	0.13636363636363635	0.18181818181818182	0.045454545454545456	0.0	0.0	6
Clathrin_propel	0.0020827518310397863	0.9579141180485465	1.0	1.0	1.0	0.0	0.0	0.0	0.0	37	37.0	1657.5	0.942603875968992	5.053518604651162	0.00027867927387387393	-0.15469755469755467	0.07551801801801807	1.054054054054054	47.147184684684696	0.07000743243243243	0.5186137387387387	0.4126808558558559	0.14121241964009698	0.20100409459724056	0.2264796915748751	0.15469652260014582	0.5574346512539908	1.0	0.00805230438709259	0.8544334003115972	1.0	1.0	0.972972972972973	0.08108108108108109	0.0	0.0	0.0	37	0.001745025045238435	0.7547090626804023	0.16216216216216217	0.08108108108108109	0.02702702702702703	0.0	0.0	0.0	0.0	0	0.016857048496603966	0.9761241014178467	1.0	1.0	1.0	0.08333333333333333	0.0	0.0	0.0	24.0	0.002588887698948384	0.9660817808744582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
Cpn60_TCP1	0.0016209896421059964	0.933076165657383	0.670061099796334	0.1894093686354379	0.018329938900203666	0.0	0.0	0.0	0.0	5	491.0	667.2854460938472	0.8525023752969121	4.299874653602534	0.00017392329592906528	-0.07886664139209963	-0.002324827808534528	1.5641547861507128	50.61167132708885	0.47203552832096624	0.17149956810557626	0.3567715796536571	0.14570226795193966	0.32715212571846536	0.5350420163158727	0.33383447255634063	0.9518669617662644	33.0	0.0007519570644944906	0.9971376152182139	1.0	1.0	0.42973523421588594	0.0	0.0	0.0	0.0	293	0.09604178369045258	0.753994791206523	0.8138528138528138	0.3051948051948052	0.032467532467532464	0.0021645021645021645	0.0021645021645021645	0.0	0.0	7	0.00045030209003016347	0.9333564916056631	0.11812627291242363	0.006109979633401222	0.0	0.0	0.0	0.0	0.0	0.0	0.5160802006721497	0.8358288114202135	0.38288288288288286	0.05855855855855856	0.015765765765765764	0.015765765765765764	0.015765765765765764	0.01126126126126126	0.006756756756756757	9
Crystall	0.0006180568598210813	0.9511356636347875	1.0	0.8292682926829268	0.2804878048780488	0.0	0.0	0.0	0.0	31	82.0	599.431592844798	0.8191189889025894	3.209222153719688	0.0005172375356214908	-0.5940593437127758	-0.47308305093672837	4.2560975609756095	51.751404603048975	0.12016346244834215	0.3868212394109123	0.4920737612579907	0.16198848929641854	0.09249136409105198	0.2353338816975873	0.4932939673441354	0.9374423653381476	8.0	0.00047624931903555984	0.998787127291093	1.0	1.0	0.9512195121951219	0.0	0.0	0.0	0.0	82	0.008812879212200642	0.9168883935760898	1.0	0.7534246575342466	0.4520547945205479	0.0	0.0	0.0	0.0	48	0.0055686491541564465	0.8221973493620293	0.9024390243902439	0.5487804878048781	0.0975609756097561	0.0	0.0	0.0	0.0	11.0	0.16011732816696167	0.9313039855706274	0.975609756097561	0.4634146341463415	0.036585365853658534	0.04878048780487805	0.024390243902439025	0.012195121951219513	0.0	0
Cyclin_N	0.00029655761318281293	0.9303423305964817	0.5748031496062992	0.18110236220472442	0.023622047244094488	0.0	0.0	0.0	0.0	0	127.0	453.98213427315613	0.8942605698147688	4.4811754298529785	4.6968128265759344e-05	-0.22839717150740768	-0.04233638750870824	4.102362204724409	51.0490902124732	0.6133216987658593	0.06106329125085727	0.325446599219186	0.4097574007083548	0.10156868600053057	0.7014329253838018	0.5964439539686006	0.7363645281888871	7.0	0.0014771001879125836	0.8467133569022705	0.2440944881889764	0.031496062992125984	0.015748031496062992	0.0	0.0	0.0	0.0	0	0.009744539856910706	0.9298266536767772	1.0	0.9133858267716536	0.5354330708661418	0.0	0.0	0.0	0.0	103	0.0047984588891267785	0.857421387268297	0.7980769230769231	0.4326923076923077	0.07692307692307693	0.0	0.0	0.0	0.0	12.0	0.2991614937782288	0.9415512315612403	1.0	0.4409448818897638	0.023622047244094488	0.023622047244094488	0.015748031496062992	0.007874015748031496	0.007874015748031496	2
Cyt-b5	0.0005960648413747549	0.8900494118737158	0.7162162162162162	0.32432432432432434	0.04054054054054054	0.0	0.0	0.0	0.0	4	74.0	652.7108702108701	0.8755583085563262	3.8319656425503794	4.6952406740256744e-05	-0.5147522522522524	-0.4819538494538495	1.6891891891891893	51.058446688446686	0.36749258654258654	0.1985723195723196	0.4343713402963403	0.11737398370752905	0.4306584338232086	0.2369324972846813	0.13962151243344792	0.8014120858282981	7.0	0.026177039369940758	0.7387079452246965	1.0	0.7162162162162162	0.5675675675675675	0.16216216216216217	0.05405405405405406	0.013513513513513514	0.0	51	0.015510234981775284	0.7493124986235186	0.6891891891891891	0.28378378378378377	0.12162162162162163	0.0	0.0	0.0	0.0	7	0.0030156532302498817	0.9054320568447647	0.972972972972973	0.6351351351351351	0.08108108108108109	0.0	0.0	0.0	0.0	0.0	0.2683689594268799	0.9892410469734513	1.0	1.0	1.0	1.0	0.2727272727272727	0.03636363636363636	0.03636363636363636	54
DAGK_cat	0.002770956372842193	0.6693818858887516	0.373015873015873	0.15873015873015872	0.031746031746031744	0.0	0.0	0.0	0.0	4	126.0	774.7705934938073	0.8446933879461674	4.0359133996489165	1.2879940367899295e-05	-0.1888942186561234	0.0681254724111867	1.2301587301587302	43.542054189197046	0.3725852723995581	0.22153364657828944	0.4068837243444386	0.07620333887441069	0.12431333567717415	0.16457646235875742	0.2268355439616762	0.9471195054886568	9.0	0.00039456528611481184	0.9403759773010973	0.5555555555555556	0.11904761904761904	0.023809523809523808	0.0	0.0	0.0	0.0	0	0.7619877457618713	0.4600548047409986	1.0	0.8650793650793651	0.6111111111111112	0.05555555555555555	0.023809523809523808	0.015873015873015872	0.007936507936507936	102	0.008187351748347279	0.6374275690733661	0.31746031746031744	0.18253968253968253	0.03968253968253968	0.0	0.0	0.0	0.0	6.0	0.6747609972953796	0.8366533598121688	1.0	0.7603305785123967	0.14049586776859505	0.1487603305785124	0.10743801652892562	0.0743801652892562	0.05785123966942149	27
DSPc	0.0012745052808895707	0.9189716639847318	0.9774436090225563	0.7368421052631579	0.24812030075187969	0.0	0.0	0.0	0.0	50	133.0	425.8004902403252	0.8687276985309772	4.220789298133561	0.00031462493580622125	-0.30541639482298494	-0.12045601975490615	3.917293233082707	48.19439004733004	0.46962875008498767	0.15309484541641216	0.37825452733022424	0.7648542394321671	0.5182435362533422	0.2420817015722816	0.8534485668638918	0.9166129304822644	8.0	0.0007927460828796027	0.9952711214363645	1.0	1.0	0.3609022556390977	0.0	0.0	0.0	0.0	60	0.05611735582351685	0.6538272489346925	0.968	0.552	0.176	0.016	0.008	0.0	0.0	28	0.0140013350173831	0.7978058383112644	0.8796992481203008	0.37593984962406013	0.06766917293233082	0.007518796992481203	0.0	0.0	0.0	15.0	0.59389728307724	0.7632668115743617	0.8440366972477065	0.22018348623853212	0.06422018348623854	0.07339449541284404	0.045871559633027525	0.03669724770642202	0.03669724770642202	8
DUF1986	0.0005269655957818031	0.9108919353644972	0.8793103448275862	0.49137931034482757	0.13793103448275862	0.0	0.0	0.0	0.0	20	116.0	561.687471080048	0.5198124829653857	1.6675744526210592	0.0006339790597647262	-0.4644325512082665	-0.02428049253512658	2.5344827586206895	47.58501466575621	0.08547677985259661	0.42964563912363957	0.48478274416725975	0.4593558945385924	0.3793181424618429	0.39699960232329295	0.25041393258254996	0.5459761420887892	5.0	0.0007304807077161968	0.9520679317496564	1.0	0.31896551724137934	0.06896551724137931	0.0	0.0	0.0	0.0	12	0.12086193263530733	0.38072495033860354	0.5392156862745098	0.3137254901960784	0.1568627450980392	0.00980392156862745	0.00980392156862745	0.00980392156862745	0.0	20	0.03747020661830902	0.9346688401706944	1.0	1.0	1.0	0.0625	0.052083333333333336	0.0	0.0	96.0	0.023713702335953712	0.8901909873704975	0.09523809523809523	0.011904761904761904	0.0	0.0	0.0	0.0	0.0	0
Disintegrin	0.005951404571533203	0.649984316697529	0.868421052631579	0.5	0.15789473684210525	0.0	0.0	0.0	0.0	20	76.0	806.8934465438151	0.6401236338797813	2.637975409836065	8.38973282233077e-05	-0.6600475912975914	-0.6353077582077908	1.6842105263157894	62.57991924911489	0.1437750117271789	0.16755494720300612	0.6899074096019673	0.8344687367776946	0.050682732918143424	0.16161149548470366	0.3767324594842402	0.8344687367776946	15.0	0.00017615324759390205	0.9929873716630565	1.0	0.09210526315789473	0.0	0.0	0.0	0.0	0.0	0	0.6328030228614807	0.5912620076619279	1.0	0.9436619718309859	0.6619718309859155	0.22535211267605634	0.09859154929577464	0.08450704225352113	0.056338028169014086	66	0.03731691464781761	0.9221319318984141	1.0	1.0	0.9473684210526315	0.06578947368421052	0.013157894736842105	0.0	0.0	76.0	0.06923483312129974	0.8599820453079647	0.2236842105263158	0.02631578947368421	0.0	0.013157894736842105	0.0	0.0	0.0	0
E1-E2_ATPase	0.007938497699797153	0.6862000455962695	0.7237569060773481	0.43646408839779005	0.15469613259668508	0.0	0.0	0.0	0.0	34	181.0	1122.4400551158649	0.8639049108176975	4.673695621959693	0.0001897902547620067	-0.13171182440079007	0.31671765041860883	3.25414364640884	52.76129298293037	0.3841243914750307	0.25288812253040477	0.3616137018710433	0.19493092771775816	0.06712759954336224	0.392028789220252	0.2808063480697537	0.9658758236293841	11.0	0.0001430131087545306	0.9874698797811629	0.3370165745856354	0.0055248618784530384	0.0	0.0	0.0	0.0	0.0	0	0.03931870311498642	0.6012124266494655	0.2681564245810056	0.1340782122905028	0.0670391061452514	0.00558659217877095	0.0	0.0	0.0	17	0.00581793999299407	0.871745687546198	0.9005524861878453	0.40331491712707185	0.06629834254143646	0.0	0.0	0.0	0.0	14.0	0.4528801143169403	0.9908887927297203	1.0	1.0	0.7724137931034483	1.0	0.1310344827586207	0.020689655172413793	0.006896551724137931	124
ECH_1	0.00046233247849158937	0.9337626135518581	0.5258964143426295	0.12350597609561753	0.00796812749003984	0.0	0.0	0.0	0.0	0	251.0	451.4569501173642	0.829203527168732	3.2674092786781066	0.00023037846152760573	-0.23208198397441426	-0.011286887929142429	1.9681274900398407	49.954587039331	0.49062470914660683	0.15330495608602007	0.3565801720754703	0.27224578483191003	0.11231138973334603	0.359126710043365	0.3080879453240594	0.8566378743791012	17.0	0.0009697196073830127	0.9766161566913758	1.0	0.7569721115537849	0.16334661354581673	0.0	0.0	0.0	0.0	49	0.0048166802152991295	0.8703277997169249	0.32620320855614976	0.11764705882352941	0.0374331550802139	0.0	0.0	0.0	0.0	6	0.010954095050692558	0.9666871554623985	1.0	1.0	0.6693227091633466	0.0	0.0	0.0	0.0	212.0	0.19882486760616305	0.7296221076087553	0.18055555555555555	0.11805555555555555	0.034722222222222224	0.034722222222222224	0.027777777777777776	0.006944444444444444	0.0	7
EF-hand_6	0.001746096764691174	0.9305456018946773	1.0	1.0	0.8387096774193549	0.0	0.0	0.0	0.0	31	31.0	371.5737586081913	0.8778374798861245	4.3282950860254985	0.0005677959289597681	-0.323811684340316	-0.4177253888459902	11.32258064516129	54.275356540649575	0.5753738279464834	0.07925116220432733	0.3469149817986984	0.03082004466099132	0.091616856619691	0.20543820415009148	0.22563875223915197	0.8565093883346385	4.0	0.002682211110368371	0.9619984540581727	1.0	1.0	1.0	0.0	0.0	0.0	0.0	31	0.2934626042842865	0.20357235458223596	1.0	1.0	0.8	0.2	0.2	0.2	0.2	3	0.005500656552612782	0.9711347441407162	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.042627748101949685	0.9856237923359555	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0
Ephrin_lbd	0.0022294491063803434	0.7628256800991331	0.7134831460674157	0.3258426966292135	0.09550561797752809	0.0	0.0	0.0	0.0	24	178.0	1010.0518016627567	0.8666600958247774	4.539923613963039	8.623077298123225e-05	-0.2808183623492613	-0.36284829402806923	1.5224719101123596	54.71082695394493	0.1745075647199243	0.37479292196567476	0.45105622504835985	0.7830881574446358	0.07903772569960217	0.35602297987596404	0.33949366226751626	0.8123857419168674	12.0	0.00014334131265059114	0.9835484153567942	0.24157303370786518	0.016853932584269662	0.0	0.0	0.0	0.0	0.0	0	0.03475120663642883	0.6860844869926905	0.7191011235955056	0.28651685393258425	0.15168539325842698	0.016853932584269662	0.0	0.0	0.0	35	0.0053002554923295975	0.8228103898800941	0.7078651685393258	0.2303370786516854	0.02247191011235955	0.0	0.0	0.0	0.0	8.0	0.16852374374866486	0.9968810492683537	1.0	1.0	0.8820224719101124	1.0	0.16292134831460675	0.016853932584269662	0.0	171
Ets	0.7911375164985657	0.8018962712756885	1.0	1.0	1.0	0.5185185185185185	0.4691358024691358	0.4074074074074074	0.4074074074074074	81	81.0	419.2851834113806	0.9415961675961676	5.481943371943372	1.1928189619696326e-05	-0.27625152625152627	-0.7665957144884348	5.827160493827161	62.65156449553002	0.4057256279267773	0.18560493827160493	0.40840530544912723	0.055621247580398485	0.08113669127594259	0.3188163650826885	0.4724279643845414	0.7460146805131155	8.0	0.0017561878776177766	0.8989960219346614	0.9506172839506173	0.7530864197530864	0.3950617283950617	0.0	0.0	0.0	0.0	40	0.0009328075684607028	0.9030852119308359	0.24691358024691357	0.07407407407407407	0.0	0.0	0.0	0.0	0.0	0	0.012306476943194866	0.9580371307137964	1.0	1.0	0.8765432098765432	0.0	0.0	0.0	0.0	81.0	0.010225053876638412	0.9077986477653313	0.012345679012345678	0.0	0.0	0.0	0.0	0.0	0.0	0
Exo_endo_phos	0.00041106322896666825	0.9276087844289027	0.6577181208053692	0.2550335570469799	0.03355704697986577	0.0	0.0	0.0	0.0	0	212.0	574.8099767227684	0.8214233880853151	3.7600988804445534	0.00039713880276176473	-0.33749982294545355	-0.24542270792330323	1.8396226415094339	49.742688544538765	0.3113318612555534	0.2475028159209552	0.4409911365683921	0.15254738650824587	0.9243356645368002	0.23156144951718674	0.41500695494012496	0.9715621878652564	12.0	0.004241840913891792	0.9222765750741173	1.0	0.9292452830188679	0.5283018867924528	0.0	0.0	0.0	0.0	156	0.1216764748096466	0.39905670670812926	0.39361702127659576	0.1702127659574468	0.06382978723404255	0.010638297872340425	0.010638297872340425	0.010638297872340425	0.0	13	0.0735776424407959	0.8385489050378456	1.0	1.0	0.49528301886792453	0.04716981132075472	0.02358490566037736	0.009433962264150943	0.0047169811320754715	131.0	0.3110814690589905	0.6581262347561302	0.11602209944751381	0.0718232044198895	0.022099447513812154	0.022099447513812154	0.016574585635359115	0.0055248618784530384	0.0055248618784530384	0
