	name	length
4504	DUF3053	220
4505	DUF3054	111
4506	DUF3055	80
4507	DUF3060	58
4508	DUF3067	98
4509	DUF3068	300
4510	DUF3069	119
4511	DUF3070	33
4512	DUF3071	166
4513	DUF3072	58
4514	DUF3073	63
4515	DUF3074	184
4516	DUF3077	77
4517	DUF3078	93
4518	DUF3079	51
4519	DUF308	73
4520	DUF3080	316
4521	DUF3081	77
4522	DUF3082	80
4523	DUF3083	315
4524	DUF3084	77
4525	DUF3085	90
4526	DUF3086	277
4527	DUF3087	165
4528	DUF3088	112
4529	DUF3089	198
4530	DUF309	59
4531	DUF3090	171
4532	DUF3091	100
4533	DUF3093	140
4534	DUF3094	55
4535	DUF3095	378
4536	DUF3096	37
4537	DUF3097	271
4538	DUF3098	67
4539	DUF3099	72
4540	DUF31	373
4541	DUF3100	235
4542	DUF3102	130
4543	DUF3103	354
4544	DUF3104	71
4545	DUF3105	129
4546	DUF3106	104
4547	DUF3107	73
4548	DUF3108	224
4549	DUF3109	181
4550	DUF3110	84
4551	DUF3112	218
4552	DUF3113	60
4553	DUF3114	255
4554	DUF3116	85
4555	DUF3117	50
4556	DUF3119	126
4557	DUF3120	199
4558	DUF3122	134
4559	DUF3123	116
4560	DUF3124	123
4561	DUF3125	50
4562	DUF3126	63
4563	DUF3127	85
4564	DUF3128	79
4565	DUF3129	183
4566	DUF313	113
4567	DUF3130	89
4568	DUF3131	366
4569	DUF3132	124
4570	DUF3134	70
4571	DUF3135	81
4572	DUF3136	64
4573	DUF3137	138
4574	DUF3138	510
4575	DUF3139	76
4576	DUF3140	92
4577	DUF3141	581
4578	DUF3142	223
4579	DUF3143	65
4580	DUF3144	77
4581	DUF3145	157
4582	DUF3146	80
4583	DUF3147	111
4584	DUF3148	62
4585	DUF3149	40
4586	DUF3150	256
4587	DUF3151	127
4588	DUF3152	207
4589	DUF3153	191
4590	DUF3155	88
4591	DUF3156	161
4592	DUF3157	199
4593	DUF3158	155
4594	DUF3159	188
4595	DUF316	282
4596	DUF3160	631
4597	DUF3161	83
4598	DUF3164	194
4599	DUF3165	81
4600	DUF3168	117
4601	DUF3169	250
4602	DUF3172	139
4603	DUF3173	58
4604	DUF3175	86
4605	DUF3176	107
4606	DUF3177	189
4607	DUF3179	285
4608	DUF3180	136
4609	DUF3181	90
4610	DUF3182	353
4611	DUF3185	59
4612	DUF3187	320
4613	DUF3188	50
4614	DUF3189	147
4615	DUF3192	101
4616	DUF3194	83
4617	DUF3195	89
4618	DUF3196	285
4619	DUF3197	113
4620	DUF3198	50
4621	DUF3199	124
4622	DUF320	57
4623	DUF3201	150
4624	DUF3203	74
4625	DUF3206	128
4626	DUF3208	108
4627	DUF3209	124
4628	DUF321	20
4629	DUF3211	136
4630	DUF3212	120
4631	DUF3213	84
4632	DUF3215	72
4633	DUF3216	91
4634	DUF3217	104
4635	DUF3218	213
4636	DUF3219	94
4637	DUF3220	106
4638	DUF3221	104
4639	DUF3222	75
4640	DUF3223	75
4641	DUF3224	126
4642	DUF3225	126
4643	DUF3226	239
4644	DUF3227	94
4645	DUF3228	194
4646	DUF3231	165
4647	DUF3232	128
4648	DUF3234	95
4649	DUF3235	89
4650	DUF3236	153
4651	DUF3237	149
4652	DUF3238	193
4653	DUF3239	125
4654	DUF3240	102
4655	DUF3242	126
4656	DUF3243	79
4657	DUF3244	100
4658	DUF3245	149
4659	DUF3246	243
4660	DUF3247	92
4661	DUF3248	63
4662	DUF325	73
4663	DUF3251	165
4664	DUF3253	81
4665	DUF3254	100
4666	DUF3255	123
4667	DUF3256	195
4668	DUF3258	99
4669	DUF326	21
4670	DUF3261	138
4671	DUF3262	76
4672	DUF3263	74
4673	DUF3265	28
4674	DUF3267	108
4675	DUF3268	118
4676	DUF3269	73
4677	DUF327	143
4678	DUF3270	88
4679	DUF3271	248
4680	DUF3272	61
4681	DUF3273	265
4682	DUF3274	286
4683	DUF3275	207
4684	DUF3276	131
4685	DUF3277	144
4686	DUF3278	130
4687	DUF3280	137
4688	DUF3281	267
4689	DUF3283	61
4690	DUF3284	120
4691	DUF3285	44
4692	DUF3287	128
4693	DUF3288	89
4694	DUF3289	272
4695	DUF3290	144
4696	DUF3291	139
4697	DUF3292	650
4698	DUF3293	73
4699	DUF3294	213
4700	DUF3295	496
4701	DUF3297	71
4702	DUF3298	83
4703	DUF3299	138
4704	DUF3300	229
4705	DUF3301	95
4706	DUF3302	77
4707	DUF3303	90
4708	DUF3304	134
4709	DUF3305	141
4710	DUF3306	121
4711	DUF3307	125
4712	DUF3309	49
4713	DUF331	38
4714	DUF3310	60
4715	DUF3311	61
4716	DUF3313	197
4717	DUF3314	162
4718	DUF3316	145
4719	DUF3318	143
4720	DUF3319	89
4721	DUF3320	50
4722	DUF3322	190
4723	DUF3323	209
4724	DUF3324	138
4725	DUF3325	101
4726	DUF3326	337
4727	DUF3327	122
4728	DUF3328	220
4729	DUF3329	86
4730	DUF333	48
4731	DUF3330	69
4732	DUF3331	91
4733	DUF3332	171
4734	DUF3333	152
4735	DUF3334	226
4736	DUF3335	206
4737	DUF3336	138
4738	DUF3337	172
4739	DUF3338	136
4740	DUF3339	67
4741	DUF334	230
4742	DUF3340	155
4743	DUF3341	170
4744	DUF3342	97
4745	DUF3343	69
4746	DUF3344	279
4747	DUF3346	225
4748	DUF3347	186
4749	DUF3348	247
4750	DUF3349	95
4751	DUF3350	64
4752	DUF3352	540
4753	DUF3355	174
4754	DUF3357	109
4755	DUF3360	485
4756	DUF3361	154
4757	DUF3362	150
4758	DUF3363	378
4759	DUF3364	56
4760	DUF3365	156
4761	DUF3367	667
4762	DUF3368	46
4763	DUF3369	168
4764	DUF3370	422
4765	DUF3371	126
4766	DUF3372	167
4767	DUF3373	402
4768	DUF3375	475
4769	DUF3376	499
4770	DUF3377	72
4771	DUF3378	76
4772	DUF3379	232
4773	DUF3381	165
4774	DUF3382	97
4775	DUF3383	478
4776	DUF3384	479
4777	DUF3385	161
4778	DUF3386	212
4779	DUF3387	332
4780	DUF3388	190
4781	DUF3389	75
4782	DUF3390	88
4783	DUF3391	136
4784	DUF3392	105
4785	DUF3393	210
4786	DUF3394	181
4787	DUF3395	157
4788	DUF3396	207
4789	DUF3397	112
4790	DUF3398	96
4791	DUF3399	104
4792	DUF3400	45
4793	DUF3402	462
4794	DUF3403	47
4795	DUF3404	264
4796	DUF3405	517
4797	DUF3408	136
4798	DUF3409	56
4799	DUF3410	81
4800	DUF3412	121
4801	DUF3413	248
4802	DUF3416	179
4803	DUF3417	109
4804	DUF3418	583
4805	DUF3419	385
4806	DUF3420	47
4807	DUF3421	115
4808	DUF3422	419
4809	DUF3425	124
4810	DUF3426	147
4811	DUF3427	284
4812	DUF3429	138
4813	DUF3430	212
4814	DUF3431	215
4815	DUF3432	98
4816	DUF3433	91
4817	DUF3435	418
4818	DUF3437	88
4819	DUF3438	286
4820	DUF3439	122
4821	DUF3440	182
4822	DUF3441	116
4823	DUF3443	369
4824	DUF3444	212
4825	DUF3445	226
4826	DUF3446	88
4827	DUF3447	76
4828	DUF3449	184
4829	DUF3450	241
4830	DUF3452	137
4831	DUF3453	226
4832	DUF3454	64
4833	DUF3455	158
4834	DUF3456	156
4835	DUF3458	95
4836	DUF3458_C	319
4837	DUF3459	91
4838	DUF346	39
4839	DUF3460	58
4840	DUF3461	125
4841	DUF3463	134
4842	DUF3464	150
4843	DUF3465	126
4844	DUF3466	605
4845	DUF3467	91
4846	DUF347	52
4847	DUF3470	42
4848	DUF3471	103
4849	DUF3472	173
4850	DUF3473	130
4851	DUF3474	128
4852	DUF3475	57
4853	DUF3477	355
4854	DUF3479	161
4855	DUF348	41
4856	DUF3480	353
4857	DUF3481	82
4858	DUF3482	294
4859	DUF3483	217
4860	DUF3484	67
4861	DUF3485	204
4862	DUF3486	180
4863	DUF3487	114
4864	DUF3488	319
4865	DUF3489	68
4866	DUF349	75
4867	DUF3490	161
4868	DUF3491	944
4869	DUF3492	268
4870	DUF3493	79
4871	DUF3494	209
4872	DUF3496	109
4873	DUF3498	524
4874	DUF3499	124
4875	DUF350	54
4876	DUF3500	296
4877	DUF3501	187
4878	DUF3502	130
4879	DUF3504	161
4880	DUF3506	138
4881	DUF3507	182
4882	DUF3509	87
4883	DUF3510	126
4884	DUF3511	45
4885	DUF3512	237
4886	DUF3513	209
4887	DUF3514	256
4888	DUF3515	159
4889	DUF3516	457
4890	DUF3517	337
4891	DUF3519	105
4892	DUF3520	182
4893	DUF3522	177
4894	DUF3523	265
4895	DUF3524	169
4896	DUF3525	453
4897	DUF3526	155
4898	DUF3527	351
4899	DUF3528	141
4900	DUF3530	313
4901	DUF3531	143
4902	DUF3533	377
4903	DUF3534	83
4904	DUF3535	436
4905	DUF3536	284
4906	DUF3537	390
4907	DUF3538	116
4908	DUF3539	86
4909	DUF354	340
4910	DUF3540	199
4911	DUF3541	225
4912	DUF3543	251
4913	DUF3544	207
4914	DUF3545	59
4915	DUF3546	110
4916	DUF3548	213
4917	DUF3549	338
4918	DUF3551	76
4919	DUF3552	201
4920	DUF3553	50
4921	DUF3556	573
4922	DUF3557	154
4923	DUF3558	173
4924	DUF356	106
4925	DUF3560	124
4926	DUF3561	107
4927	DUF3562	60
4928	DUF3563	57
4929	DUF3564	120
4930	DUF3565	58
4931	DUF3566	118
4932	DUF3567	89
4933	DUF3568	125
4934	DUF357	73
4935	DUF3570	418
4936	DUF3572	84
4937	DUF3573	383
4938	DUF3574	103
4939	DUF3575	176
4940	DUF3576	101
4941	DUF3577	133
4942	DUF3578	183
4943	DUF3579	90
4944	DUF3580	121
4945	DUF3581	217
4946	DUF3583	329
4947	DUF3584	1200
4948	DUF3585	136
4949	DUF3586	78
4950	DUF3587	201
4951	DUF3589	486
4952	DUF359	126
4953	DUF3591	441
4954	DUF3592	149
4955	DUF3593	88
4956	DUF3597	128
4957	DUF3598	265
4958	DUF3599	116
4959	DUF35_N	37
4960	DUF3600	160
4961	DUF3601	77
4962	DUF3602	81
4963	DUF3603	214
4964	DUF3604	591
4965	DUF3605	153
4966	DUF3606	54
4967	DUF3611	177
4968	DUF3612	176
4969	DUF3613	67
4970	DUF3614	173
4971	DUF3615	93
4972	DUF3616	327
4973	DUF3617	157
4974	DUF3618	47
4975	DUF3619	131
4976	DUF362	203
4977	DUF3621	49
4978	DUF3622	71
4979	DUF3623	256
4980	DUF3624	76
4981	DUF3626	301
4982	DUF3627	94
4983	DUF3629	256
4984	DUF3630	94
4985	DUF3631	183
4986	DUF3632	175
4987	DUF3634	102
4988	DUF3636	148
4989	DUF3637	67
4990	DUF3638	226
4991	DUF364	147
4992	DUF3640	26
4993	DUF3641	134
4994	DUF3642	85
4995	DUF3644	74
4996	DUF3645	33
4997	DUF3646	114
4998	DUF3648	141
4999	DUF3649	27
5000	DUF365	96
5001	DUF3652	41
5002	DUF3653	66
5003	DUF3654	138
5004	DUF3655	69
5005	DUF3656	107
5006	DUF3657	65
5007	DUF3658	107
5008	DUF3659	61
5009	DUF366	183
5010	DUF3660	42
5011	DUF3662	115
5012	DUF3663	77
5013	DUF3664	99
5014	DUF3665	22
5015	DUF3666	47
5016	DUF3667	45
5017	DUF3668	227
5018	DUF3669	72
5019	DUF3670	137
5020	DUF3671	115
5021	DUF3672	133
5022	DUF3673	53
5023	DUF3674	41
5024	DUF3675	119
5025	DUF3676	230
5026	DUF3677	82
5027	DUF3678	35
5028	DUF3679	56
5029	DUF368	246
5030	DUF3681	97
5031	DUF3682	130
5032	DUF3683	114
5033	DUF3684	1098
5034	DUF3685	192
5035	DUF3686	447
5036	DUF3687	43
5037	DUF3688	715
5038	DUF3689	315
5039	DUF3692	111
5040	DUF3693	60
5041	DUF3694	151
5042	DUF3695	99
5043	DUF3696	53
5044	DUF3697	35
5045	DUF3698	107
5046	DUF3699	71
5047	DUF370	73
5048	DUF3700	228
5049	DUF3701	93
5050	DUF3703	109
5051	DUF3704	27
5052	DUF3707	147
5053	DUF3708	166
5054	DUF3709	33
5055	DUF371	133
5056	DUF3710	176
5057	DUF3712	125
5058	DUF3713	116
5059	DUF3715	151
5060	DUF3716	59
5061	DUF3717	68
5062	DUF3718	66
5063	DUF3719	66
5064	DUF3720	99
5065	DUF3721	33
5066	DUF3723	508
5067	DUF3724	23
5068	DUF3725	74
5069	DUF3726	78
5070	DUF3727	98
5071	DUF3729	113
5072	DUF373	335
5073	DUF3730	228
5074	DUF3731	248
5075	DUF3732	189
5076	DUF3734	106
5077	DUF3736	135
5078	DUF3737	275
5079	DUF3738	189
5080	DUF3739	110
5081	DUF374	69
5082	DUF3740	147
5083	DUF3741	45
5084	DUF3742	121
5085	DUF3744	73
5086	DUF3746	37
5087	DUF3747	175
5088	DUF3748	123
5089	DUF3749	128
5090	DUF3750	128
5091	DUF3751	150
5092	DUF3752	151
5093	DUF3754	136
5094	DUF3755	34
5095	DUF3756	41
5096	DUF3757	117
5097	DUF3759	91
5098	DUF3760	44
5099	DUF3761	88
5100	DUF3762	80
5101	DUF3763	55
5102	DUF3764	84
5103	DUF3767	101
5104	DUF3768	83
5105	DUF3769	445
5106	DUF3770	235
5107	DUF3772	63
5108	DUF3774	75
5109	DUF3775	73
5110	DUF3776	93
5111	DUF3778	64
5112	DUF378	60
5113	DUF3780	185
5114	DUF3781	72
5115	DUF3782	78
5116	DUF3783	56
5117	DUF3784	94
5118	DUF3785	136
5119	DUF3786	176
5120	DUF3787	52
5121	DUF3788	127
5122	DUF3789	32
5123	DUF3791	60
5124	DUF3792	115
5125	DUF3793	166
5126	DUF3794	77
5127	DUF3795	85
5128	DUF3796	120
5129	DUF3797	48
5130	DUF3798	271
5131	DUF3799	234
5132	DUF3800	239
5133	DUF3801	179
5134	DUF3802	112
5135	DUF3804	128
5136	DUF3805	152
5137	DUF3806	86
5138	DUF3807	182
5139	DUF3808	477
5140	DUF3809	137
5141	DUF3810	310
5142	DUF3811	88
5143	DUF3813	63
5144	DUF3817	83
5145	DUF3818	340
5146	DUF3819	146
5147	DUF382	127
5148	DUF3821	209
5149	DUF3822	241
5150	DUF3823	217
5151	DUF3824	148
5152	DUF3825	239
5153	DUF3826	186
5154	DUF3827	676
5155	DUF3828	122
5156	DUF3829	280
5157	DUF383	190
5158	DUF3830	145
5159	DUF3833	163
5160	DUF3834	201
5161	DUF3835	78
5162	DUF3836	127
5163	DUF3837	101
5164	DUF3839	242
5165	DUF384	55
5166	DUF3841	179
5167	DUF3842	130
5168	DUF3843	419
5169	DUF3844	105
5170	DUF3845	239
5171	DUF3846	91
5172	DUF3847	84
5173	DUF3848	95
5174	DUF3849	124
5175	DUF3850	76
5176	DUF3851	126
5177	DUF3852	108
5178	DUF3853	96
5179	DUF3854	130
5180	DUF3855	158
5181	DUF3856	143
5182	DUF3857	168
5183	DUF3858	116
5184	DUF3859	134
5185	DUF386	148
5186	DUF3860	92
5187	DUF3861	90
5188	DUF3862	159
5189	DUF3863	349
5190	DUF3864	80
5191	DUF3865	224
5192	DUF3866	319
5193	DUF3867	185
5194	DUF3868	110
5195	DUF3869	106
5196	DUF3870	94
5197	DUF3871	319
5198	DUF3872	133
5199	DUF3873	68
5200	DUF3874	71
5201	DUF3875	53
5202	DUF3876	92
5203	DUF3877	173
5204	DUF3878	300
5205	DUF3879	181
5206	DUF3880	78
5207	DUF3881	283
5208	DUF3882	159
5209	DUF3883	92
5210	DUF3884	73
5211	DUF3885	38
5212	DUF3886	68
5213	DUF3887	91
5214	DUF3888	88
5215	DUF3889	93
5216	DUF389	142
5217	DUF3890	84
5218	DUF3891	219
5219	DUF3892	76
5220	DUF3893	129
5221	DUF3894	54
5222	DUF3895	76
5223	DUF3896	61
5224	DUF3898	90
5225	DUF3899	85
5226	DUF390	840
5227	DUF3900	253
5228	DUF3902	161
5229	DUF3903	40
5230	DUF3905	84
5231	DUF3906	64
5232	DUF3907	147
5233	DUF3908	131
5234	DUF3909	108
5235	DUF3910	93
5236	DUF3911	77
5237	DUF3912	68
5238	DUF3913	57
5239	DUF3914	89
5240	DUF3915	123
5241	DUF3916	151
5242	DUF3917	71
5243	DUF3918	43
5244	DUF3919	232
5245	DUF3920	126
5246	DUF3921	58
5247	DUF3922	79
5248	DUF3923	65
5249	DUF3924	62
5250	DUF3925	65
5251	DUF3926	43
5252	DUF3927	45
5253	DUF3928	95
5254	DUF3929	65
5255	DUF393	113
5256	DUF3930	55
5257	DUF3931	66
5258	DUF3932	81
5259	DUF3933	53
5260	DUF3934	40
5261	DUF3935	70
5262	DUF3936	37
5263	DUF3937	72
5264	DUF3938	102
5265	DUF3939	134
5266	DUF3941	24
5267	DUF3942	137
5268	DUF3943	107
5269	DUF3944	35
5270	DUF3945	59
5271	DUF3947	82
5272	DUF3948	35
5273	DUF3949	60
5274	DUF3950	30
5275	DUF3951	52
5276	DUF3952	101
5277	DUF3953	41
5278	DUF3954	49
5279	DUF3955	59
5280	DUF3956	45
5281	DUF3958	98
5282	DUF3959	245
5283	DUF3960	89
5284	DUF3961	39
5285	DUF3962	213
5286	DUF3963	40
5287	DUF3964	109
5288	DUF3965	291
5289	DUF3966	50
5290	DUF3967	33
5291	DUF3969	106
5292	DUF397	54
5293	DUF3970	55
5294	DUF3971	289
5295	DUF3972	125
5296	DUF3973	40
5297	DUF3974	126
5298	DUF3975	80
5299	DUF3976	40
5300	DUF3977	77
5301	DUF3978	144
5302	DUF3979	112
5303	DUF3980	87
5304	DUF3981	114
5305	DUF3982	35
5306	DUF3983	34
5307	DUF3984	331
5308	DUF3985	44
5309	DUF3986	91
5310	DUF3987	365
5311	DUF3989	86
5312	DUF3990	153
5313	DUF3991	76
5314	DUF3992	88
5315	DUF3993	118
5316	DUF3994	106
5317	DUF3995	125
5318	DUF3996	154
5319	DUF3997	112
5320	DUF3999	427
5321	DUF4003	295
5322	DUF4004	197
5323	DUF4005	93
5324	DUF4006	65
5325	DUF4007	287
5326	DUF401	389
5327	DUF4010	210
5328	DUF4011	166
5329	DUF4012	144
5330	DUF4013	168
5331	DUF4014	72
5332	DUF4015	315
5333	DUF4017	60
5334	DUF4018	192
5335	DUF4019	104
5336	DUF402	68
5337	DUF4020	174
5338	DUF4021	46
5339	DUF4022	77
5340	DUF4023	38
5341	DUF4024	35
5342	DUF4025	50
5343	DUF4026	322
5344	DUF4027	36
5345	DUF4028	65
5346	DUF4029	96
5347	DUF4030	142
5348	DUF4031	79
5349	DUF4032	163
5350	DUF4033	88
5351	DUF4034	274
5352	DUF4035	55
5353	DUF4037	101
5354	DUF4038	309
5355	DUF4040	67
5356	DUF4041	56
5357	DUF4042	182
5358	DUF4043	342
5359	DUF4044	33
5360	DUF4045	417
5361	DUF4046	90
5362	DUF4047	125
5363	DUF4048	256
5364	DUF4049	324
5365	DUF4050	183
5366	DUF4051	53
5367	DUF4052	217
5368	DUF4054	107
5369	DUF4055	135
5370	DUF4056	266
5371	DUF4057	299
5372	DUF4058	254
5373	DUF4059	72
5374	DUF406	92
5375	DUF4060	73
5376	DUF4061	88
5377	DUF4062	83
5378	DUF4064	103
5379	DUF4065	114
5380	DUF4070	140
5381	DUF4071	368
5382	DUF4072	47
5383	DUF4073	157
5384	DUF4074	63
5385	DUF4075	79
5386	DUF4077	176
5387	DUF4078	86
5388	DUF4079	141
5389	DUF4080	188
5390	DUF4081	105
5391	DUF4082	149
5392	DUF4083	57
5393	DUF4084	304
5394	DUF4085	205
5395	DUF4087	97
5396	DUF4088	226
5397	DUF4089	50
5398	DUF4090	84
5399	DUF4091	66
5400	DUF4092	176
5401	DUF4093	83
5402	DUF4094	87
5403	DUF4096	75
5404	DUF4097	252
5405	DUF4099	83
5406	DUF410	255
5407	DUF4100	205
5408	DUF4101	117
5409	DUF4105	170
5410	DUF4106	420
5411	DUF4107	163
5412	DUF4108	143
5413	DUF411	69
5414	DUF4110	95
5415	DUF4111	103
5416	DUF4112	105
5417	DUF4113	51
5418	DUF4114	85
5419	DUF4115	74
5420	DUF4116	49
5421	DUF4118	107
5422	DUF4119	92
5423	DUF412	141
5424	DUF4120	95
5425	DUF4121	263
5426	DUF4122	219
5427	DUF4123	130
5428	DUF4124	56
5429	DUF4125	197
5430	DUF4126	176
5431	DUF4127	490
5432	DUF4128	128
5433	DUF4129	69
5434	DUF413	90
5435	DUF4130	146
5436	DUF4131	167
5437	DUF4132	179
5438	DUF4133	91
5439	DUF4134	93
5440	DUF4135	375
5441	DUF4136	133
5442	DUF4138	247
5443	DUF4139	208
5444	DUF4140	98
5445	DUF4141	53
5446	DUF4142	139
5447	DUF4143	122
5448	DUF4144	101
5449	DUF4145	88
5450	DUF4147	230
5451	DUF4148	54
5452	DUF4149	102
5453	DUF4150	108
5454	DUF4152	225
5455	DUF4153	216
5456	DUF4154	143
5457	DUF4156	91
5458	DUF4157	79
5459	DUF4158	166
5460	DUF4159	205
5461	DUF416	188
5462	DUF4160	66
5463	DUF4162	81
5464	DUF4163	95
5465	DUF4164	89
5466	DUF4165	124
5467	DUF4166	181
5468	DUF4167	75
5469	DUF4168	90
5470	DUF4169	55
5471	DUF417	175
5472	DUF4170	68
5473	DUF4171	136
5474	DUF4172	82
5475	DUF4173	190
5476	DUF4174	116
5477	DUF4175	826
5478	DUF4176	74
5479	DUF4177	65
5480	DUF4178	142
5481	DUF4179	88
5482	DUF418	163
5483	DUF4180	112
5484	DUF4181	108
5485	DUF4183	74
5486	DUF4184	221
5487	DUF4185	319
5488	DUF4186	109
5489	DUF4187	54
5490	DUF4188	117
5491	DUF4189	97
5492	DUF4190	62
5493	DUF4191	219
5494	DUF4192	319
5495	DUF4193	98
5496	DUF4194	166
5497	DUF4195	185
5498	DUF4196	116
5499	DUF4197	200
5500	DUF4198	214
5501	DUF4199	168
5502	DUF420	131
5503	DUF4200	119
5504	DUF4201	177
5505	DUF4202	186
5506	DUF4203	201
5507	DUF4205	351
5508	DUF4207	251
5509	DUF4208	96
5510	DUF4209	89
5511	DUF421	108
5512	DUF4210	68
5513	DUF4211	144
5514	DUF4212	79
5515	DUF4213	74
5516	DUF4214	72
5517	DUF4215	47
5518	DUF4216	72
5519	DUF4217	61
5520	DUF4218	114
5521	DUF4219	27
5522	DUF4220	352
5523	DUF4221	334
5524	DUF4222	53
5525	DUF4223	54
5526	DUF4224	45
5527	DUF4225	163
5528	DUF4226	111
5529	DUF4227	71
5530	DUF4228	179
5531	DUF4229	68
5532	DUF423	88
5533	DUF4230	145
5534	DUF4231	105
5535	DUF4232	129
5536	DUF4233	104
5537	DUF4234	70
5538	DUF4235	77
5539	DUF4236	55
5540	DUF4238	271
5541	DUF4239	214
5542	DUF424	92
5543	DUF4240	128
5544	DUF4241	186
5545	DUF4242	76
5546	DUF4243	340
5547	DUF4244	54
5548	DUF4245	166
5549	DUF4246	452
5550	DUF4247	125
5551	DUF4248	68
5552	DUF4249	294
5553	DUF4250	55
5554	DUF4251	134
5555	DUF4252	157
5556	DUF4253	109
5557	DUF4254	144
5558	DUF4255	178
5559	DUF4256	173
5560	DUF4257	81
5561	DUF4258	63
5562	DUF4259	136
5563	DUF4260	113
5564	DUF4261	77
5565	DUF4262	127
5566	DUF4263	158
5567	DUF4264	52
5568	DUF4265	116
5569	DUF4266	50
5570	DUF4267	112
5571	DUF4268	140
5572	DUF4269	151
5573	DUF4270	443
5574	DUF4271	207
5575	DUF4272	207
5576	DUF4274	76
5577	DUF4275	139
5578	DUF4276	184
5579	DUF4277	109
5580	DUF4278	56
5581	DUF4279	116
5582	DUF4280	109
5583	DUF4281	127
5584	DUF4282	88
5585	DUF4283	145
5586	DUF4284	121
5587	DUF4286	97
5588	DUF4287	60
5589	DUF4288	85
5590	DUF429	210
5591	DUF4290	174
5592	DUF4291	181
5593	DUF4292	211
5594	DUF4293	154
5595	DUF4294	155
5596	DUF4295	48
5597	DUF4296	87
5598	DUF4297	214
5599	DUF4298	87
5600	DUF4299	301
5601	DUF43	243
5602	DUF4300	253
5603	DUF4301	507
5604	DUF4302	238
5605	DUF4303	154
5606	DUF4304	117
5607	DUF4305	37
5608	DUF4306	88
5609	DUF4307	111
5610	DUF4309	133
5611	DUF4310	209
5612	DUF4311	213
5613	DUF4312	84
5614	DUF4313	104
5615	DUF4314	69
5616	DUF4315	79
5617	DUF4316	44
5618	DUF4317	371
5619	DUF4318	75
5620	DUF432	123
5621	DUF4320	118
5622	DUF4321	48
5623	DUF4322	66
5624	DUF4325	65
5625	DUF4326	83
5626	DUF4327	67
5627	DUF4328	167
5628	DUF4329	118
5629	DUF433	56
5630	DUF4330	167
5631	DUF4331	417
5632	DUF4332	122
5633	DUF4333	78
5634	DUF4334	58
5635	DUF4335	188
5636	DUF4336	317
5637	DUF4337	161
5638	DUF4338	230
5639	DUF4339	44
5640	DUF434	56
5641	DUF4340	184
5642	DUF4342	81
5643	DUF4343	131
5644	DUF4344	220
5645	DUF4345	119
5646	DUF4346	118
5647	DUF4347	164
5648	DUF4348	269
5649	DUF4349	265
5650	DUF4350	69
5651	DUF4351	59
5652	DUF4352	125
5653	DUF4354	125
5654	DUF4355	125
5655	DUF4357	54
5656	DUF4358	102
5657	DUF4359	101
5658	DUF436	171
5659	DUF4360	178
5660	DUF4361	143
5661	DUF4362	93
5662	DUF4363	120
5663	DUF4364	162
5664	DUF4365	139
5665	DUF4366	146
5666	DUF4367	110
5667	DUF4368	67
5668	DUF4369	101
5669	DUF4370	241
5670	DUF4371	236
5671	DUF4372	74
5672	DUF4373	96
5673	DUF4374	435
5674	DUF4375	120
5675	DUF4376	102
5676	DUF4377	75
5677	DUF4378	166
5678	DUF4379	56
5679	DUF438	67
5680	DUF4380	295
5681	DUF4381	146
5682	DUF4382	138
5683	DUF4383	124
5684	DUF4384	81
5685	DUF4385	146
5686	DUF4386	210
5687	DUF4387	98
5688	DUF4388	92
5689	DUF4389	76
5690	DUF4390	161
5691	DUF4391	242
5692	DUF4392	294
5693	DUF4393	192
5694	DUF4394	230
5695	DUF4395	130
5696	DUF4396	141
5697	DUF4397	121
5698	DUF4398	100
5699	DUF4399	91
5700	DUF440	101
5701	DUF4400	204
5702	DUF4401	312
5703	DUF4402	129
5704	DUF4403	425
5705	DUF4404	83
5706	DUF4405	66
5707	DUF4406	91
5708	DUF4407	298
5709	DUF4408	33
5710	DUF441	139
5711	DUF4410	134
5712	DUF4411	162
5713	DUF4412	191
5714	DUF4413	100
5715	DUF4414	116
5716	DUF4416	162
5717	DUF4417	189
5718	DUF4418	118
5719	DUF4419	306
5720	DUF442	110
5721	DUF4420	305
5722	DUF4421	301
5723	DUF4422	229
5724	DUF4423	168
5725	DUF4424	302
5726	DUF4426	121
5727	DUF4427	132
5728	DUF4428	51
5729	DUF4429	98
5730	DUF443	203
5731	DUF4430	74
5732	DUF4431	48
5733	DUF4432	303
5734	DUF4433	200
5735	DUF4434	167
5736	DUF4435	235
5737	DUF4436	255
5738	DUF4437	250
5739	DUF4438	259
5740	DUF4439	131
5741	DUF444	421
5742	DUF4440	107
5743	DUF4441	117
5744	DUF4442	132
5745	DUF4443	112
5746	DUF4444	42
5747	DUF4445	411
5748	DUF4446	150
5749	DUF4447	166
5750	DUF4448	189
5751	DUF4449	163
5752	DUF445	367
5753	DUF4450	217
5754	DUF4451	122
5755	DUF4452	170
5756	DUF4453	107
5757	DUF4454	209
5758	DUF4455	469
5759	DUF4456	209
5760	DUF4457	325
5761	DUF4458	108
5762	DUF4459	159
5763	DUF446	98
5764	DUF4460	110
5765	DUF4461	310
5766	DUF4462	28
5767	DUF4464	223
5768	DUF4465	182
5769	DUF4466	307
5770	DUF4467	94
5771	DUF4468	91
5772	DUF4469	101
5773	DUF447	176
5774	DUF4470	95
5775	DUF4471	304
5776	DUF4472	107
5777	DUF4473	78
5778	DUF4474	240
5779	DUF4476	91
5780	DUF4477	190
5781	DUF4478	109
