,sim_dom1,sim_dom2
14444,Lyase_aromatic,zf-B_box
14445,Lyase_aromatic,Topoisom_bac
14446,Lyase_aromatic,Peptidase_M13_N
14447,Lyase_aromatic,Ribosomal_L28
14448,Lyase_aromatic,Ribosomal_L26
14449,Lyase_aromatic,Ribosomal_L27
14450,Lyase_aromatic,Ribosomal_L20
14451,Lyase_aromatic,Ribosomal_L22
14452,Lyase_aromatic,Ribosomal_L23
14453,Lyase_aromatic,SAD_SRA
14454,Lyase_aromatic,Ribosomal_L11_N
14455,Lyase_aromatic,DUF1241
14456,Lyase_aromatic,S-AdoMet_synt_N
14457,Lyase_aromatic,TGT
14458,Lyase_aromatic,THAP
14459,Lyase_aromatic,PGM_PMM_IV
14460,Lyase_aromatic,SLBP_RNA_bind
14461,Lyase_aromatic,Dak2
14462,Lyase_aromatic,PGM_PMM_II
14463,Lyase_aromatic,Lipoxygenase
14464,Lyase_aromatic,zf-TAZ
14465,Lyase_aromatic,Spin-Ssty
14466,Lyase_aromatic,Amidase
14467,Lyase_aromatic,PBP
14468,Lyase_aromatic,Ribosomal_L21p
14469,Lyase_aromatic,E1-E2_ATPase
14470,Lyase_aromatic,Mob1_phocein
14471,Lyase_aromatic,Serpin
14472,Lyase_aromatic,HSP90
14473,Lyase_aromatic,Dynein_light
14474,Lyase_aromatic,RecQ_Zn_bind
14475,Lyase_aromatic,Focal_AT
14476,Lyase_aromatic,DnaJ_C
14477,Lyase_aromatic,Cyt-b5
14478,Lyase_aromatic,OHCU_decarbox
14479,Lyase_aromatic,Flavoprotein
14480,Lyase_aromatic,Thg1
14481,Lyase_aromatic,Somatomedin_B
14482,Lyase_aromatic,eIF-5_eIF-2B
14483,Lyase_aromatic,Ribonuc_red_lgN
14484,Lyase_aromatic,zf-AN1
14485,Lyase_aromatic,zf-C2HC
14486,Lyase_aromatic,Catalase-rel
14487,Lyase_aromatic,SWIB
14488,Lyase_aromatic,Ribosomal_S17_N
14489,Lyase_aromatic,ACPS
14490,Lyase_aromatic,Ribonuclease_T2
14491,Lyase_aromatic,PUB
14492,Lyase_aromatic,Ammonium_transp
14493,Lyase_aromatic,BAH
14494,Lyase_aromatic,ATP-synt
14495,Lyase_aromatic,Cullin_binding
14496,Lyase_aromatic,RNA_pol_Rpb2_7
14497,Lyase_aromatic,RNA_pol_Rpb2_1
14498,Lyase_aromatic,RNA_pol_Rpb2_3
14499,Lyase_aromatic,RNA_pol_Rpb2_2
14500,Lyase_aromatic,Ribosomal_S3_C
14501,Lyase_aromatic,HRM
14502,Lyase_aromatic,Formyl_trans_C
14503,Lyase_aromatic,Formyl_trans_N
14504,Lyase_aromatic,Hemopexin
14505,Lyase_aromatic,Ldl_recept_a
14506,Lyase_aromatic,RS4NT
14507,Lyase_aromatic,SET
14508,Lyase_aromatic,GMP_synt_C
14509,Lyase_aromatic,IMS
14510,Lyase_aromatic,Pre-SET
14511,Lyase_aromatic,TOPRIM_C
14512,Lyase_aromatic,DAO_C
14513,Lyase_aromatic,Sod_Fe_N
14514,Lyase_aromatic,Sod_Fe_C
14515,Lyase_aromatic,5_nucleotid_C
14516,Lyase_aromatic,S10_plectin
14517,Lyase_aromatic,PX
14518,Lyase_aromatic,M20_dimer
14519,Lyase_aromatic,WW
14520,Lyase_aromatic,NAGLU_C
14521,Lyase_aromatic,Pept_tRNA_hydro
14522,Lyase_aromatic,S-methyl_trans
14523,Lyase_aromatic,MutS_IV
14524,Lyase_aromatic,Methyltransf_1N
14525,Lyase_aromatic,HA2
14526,Lyase_aromatic,PAP_assoc
14527,Lyase_aromatic,Ribosomal_L35p
14528,Lyase_aromatic,PolyA_pol_RNAbd
14529,Lyase_aromatic,PIG-L
14530,Lyase_aromatic,IL8
14531,Lyase_aromatic,ATP-synt_ab_C
14532,Lyase_aromatic,zf-UBR
14533,Lyase_aromatic,SDF
14534,Lyase_aromatic,HBB
14535,Lyase_aromatic,S-AdoMet_synt_C
14536,Lyase_aromatic,PMSR
14537,Lyase_aromatic,TP_methylase
14538,Lyase_aromatic,Peptidase_S8
14539,Lyase_aromatic,S-AdoMet_synt_M
14540,Lyase_aromatic,PARP_reg
14541,Lyase_aromatic,NIF3
14542,Lyase_aromatic,Ribosomal_L32e
14543,Lyase_aromatic,GTP_EFTU_D3
14544,Lyase_aromatic,COX2_TM
14545,Lyase_aromatic,zf-A20
14546,Lyase_aromatic,Pur_DNA_glyco
14547,Lyase_aromatic,Gln-synt_N
14548,Lyase_aromatic,RPAP2_Rtr1
14549,Lyase_aromatic,Notch
14550,Lyase_aromatic,Sua5_yciO_yrdC
14551,Lyase_aromatic,mTERF
14552,Lyase_aromatic,Voltage_CLC
14553,Lyase_aromatic,Ribosomal_S14
14554,Lyase_aromatic,Ribosomal_L39
14555,Lyase_aromatic,ArfGap
14556,Lyase_aromatic,Mito_carr
14557,Lyase_aromatic,Pkinase_C
14558,Lyase_aromatic,Hemerythrin
14559,Lyase_aromatic,Cu_amine_oxid
14560,Lyase_aromatic,DUF902
14561,Lyase_aromatic,Ribosomal_S4e
14562,Lyase_aromatic,DHHA2
14563,Lyase_aromatic,Thg1C
14564,Lyase_aromatic,Lyase_1
14565,Lyase_aromatic,Sacchrp_dh_C
14566,Lyase_aromatic,Amidase_2
14567,Lyase_aromatic,ERO1
14568,Lyase_aromatic,UDG
14569,Lyase_aromatic,MIP
14570,Lyase_aromatic,MIT
14571,Lyase_aromatic,RnaseA
14572,Lyase_aromatic,PALP
14573,Lyase_aromatic,SUI1
14574,Lyase_aromatic,GHMP_kinases_C
14575,Lyase_aromatic,Spermine_synt_N
14576,Lyase_aromatic,MoeA_C
14577,Lyase_aromatic,SRP_SPB
14578,Lyase_aromatic,tRNA-synt_1c_C
14579,Lyase_aromatic,MoeA_N
14580,Lyase_aromatic,Annexin
14581,Lyase_aromatic,MM_CoA_mutase
14582,Lyase_aromatic,Inos-1-P_synth
14583,Lyase_aromatic,ATP-synt_C
14584,Lyase_aromatic,ClpB_D2-small
14585,Lyase_aromatic,Ceramidase_alk
14586,Lyase_aromatic,MGS
14587,Lyase_aromatic,PNP_phzG_C
14588,Lyase_aromatic,ANATO
14589,Lyase_aromatic,MutL_C
14590,Lyase_aromatic,Pep_deformylase
14591,Lyase_aromatic,POLO_box
14592,Lyase_aromatic,Aldolase_II
14593,Lyase_aromatic,Cbl_N
14594,Lyase_aromatic,TPK_B1_binding
14595,Lyase_aromatic,AXH
14596,Lyase_aromatic,VPS9
14597,Lyase_aromatic,ORC5_C
14598,Lyase_aromatic,BTK
14599,Lyase_aromatic,VKOR
14600,Lyase_aromatic,Pyrophosphatase
14601,Lyase_aromatic,zf-CXXC
14602,Lyase_aromatic,Ribosomal_L11
14603,Lyase_aromatic,NDK
14604,Lyase_aromatic,MutS_III
14605,Lyase_aromatic,Arg_tRNA_synt_N
14606,Lyase_aromatic,Oxidored_q6
14607,Lyase_aromatic,Ribosomal_S6e
14608,Lyase_aromatic,Gal_Lectin
14609,Lyase_aromatic,PAP_central
14610,Lyase_aromatic,Ribosomal_S6
14611,Lyase_aromatic,Ribosomal_S7
14612,Lyase_aromatic,Sec1
14613,Lyase_aromatic,Sec7
14614,Lyase_aromatic,ribosomal_L24
14615,Lyase_aromatic,Coprogen_oxidas
14616,Lyase_aromatic,SecY
14617,Lyase_aromatic,PROCN
14618,Lyase_aromatic,RabGAP-TBC
14619,Lyase_aromatic,DNA_topoisoIV
14620,Lyase_aromatic,SRP19
14621,Lyase_aromatic,PEPCK_N
14622,Lyase_aromatic,Rbsn
14623,Lyase_aromatic,Urocanase_C
14624,Lyase_aromatic,Isochorismatase
14625,Lyase_aromatic,AA_kinase
14626,Lyase_aromatic,Peptidase_M24
14627,Lyase_aromatic,Na_Ca_ex
14628,Lyase_aromatic,VHL
14629,Lyase_aromatic,Molybdopterin
14630,Lyase_aromatic,RNA_pol
14631,Lyase_aromatic,PK_C
14632,Lyase_aromatic,TPK_catalytic
14633,Lyase_aromatic,MAPEG
14634,Lyase_aromatic,Cation_ATPase_C
14635,Lyase_aromatic,Nop
14636,Lyase_aromatic,Ald_Xan_dh_C2
14637,Lyase_aromatic,TspO_MBR
14638,Lyase_aromatic,Disintegrin
14639,Lyase_aromatic,Cbl_N3
14640,Lyase_aromatic,CBS
14641,Lyase_aromatic,Aldo_ket_red
14642,Lyase_aromatic,Topo_C_assoc
14643,Lyase_aromatic,zf-Sec23_Sec24
14644,Lyase_aromatic,Topoisom_I_N
14645,Lyase_aromatic,Aminotran_4
14646,Lyase_aromatic,PRO8NT
14647,Lyase_aromatic,Ribosomal_L5_C
14648,Lyase_aromatic,Ald_Xan_dh_C
14649,Lyase_aromatic,RNA_pol_N
14650,Lyase_aromatic,HIN
14651,Lyase_aromatic,SUFU_C
14652,Lyase_aromatic,Cpn60_TCP1
14653,Lyase_aromatic,ATP-synt_DE_N
14654,Lyase_aromatic,Evr1_Alr
14655,Lyase_aromatic,ASF1_hist_chap
14656,Lyase_aromatic,DNA_pol_B_thumb
14657,Lyase_aromatic,DcpS
14658,Lyase_aromatic,CDP-OH_P_transf
14659,Lyase_aromatic,Gcd10p
14660,Lyase_aromatic,CN_hydrolase
14661,Lyase_aromatic,PRMT5_C
14662,Lyase_aromatic,RPOL_N
14663,Lyase_aromatic,DHHA1
14664,Lyase_aromatic,ADK_lid
14665,Lyase_aromatic,RNA_pol_Rpb1_2
14666,Lyase_aromatic,RNA_pol_Rpb1_3
14667,Lyase_aromatic,RNA_pol_Rpb1_1
14668,Lyase_aromatic,RNA_pol_Rpb1_4
14669,Lyase_aromatic,RNA_pol_Rpb1_5
14670,Lyase_aromatic,B12-binding_2
14671,Lyase_aromatic,p450
14672,Lyase_aromatic,Prenyltransf
14673,Lyase_aromatic,TSP_1
14674,Lyase_aromatic,TSP_3
14675,Lyase_aromatic,ERAP1_C
14676,Lyase_aromatic,FTO_CTD
14677,Lyase_aromatic,Sod_Cu
14678,Lyase_aromatic,Ribosomal_S10
14679,Lyase_aromatic,G6PD_C
14680,Lyase_aromatic,Ribosomal_S16
14681,Lyase_aromatic,Ribosomal_S18
14682,Lyase_aromatic,Ribosomal_S19
14683,Lyase_aromatic,AIRC
14684,Lyase_aromatic,CTD_bind
14685,Lyase_aromatic,RNB
14686,Lyase_aromatic,AIRS_C
14687,Lyase_aromatic,zf-CW
14688,Lyase_aromatic,OLF
14689,Lyase_aromatic,RNase_PH_C
14690,Lyase_aromatic,MoCF_biosynth
14691,Lyase_aromatic,Ribosomal_L4
14692,Lyase_aromatic,Ribosomal_L6
14693,Lyase_aromatic,Ribosomal_L1
14694,Lyase_aromatic,Ribosomal_L16
14695,Lyase_aromatic,Thymidylat_synt
14696,Lyase_aromatic,Ribosomal_S8
14697,Lyase_aromatic,Hormone_recep
14698,Lyase_aromatic,Ribosomal_L9_N
14699,Lyase_aromatic,Frataxin_Cyay
14700,Lyase_aromatic,Nucleos_tra2_C
14701,Lyase_aromatic,Ribosomal_L14
14702,Lyase_aromatic,Ribosomal_L17
14703,Lyase_aromatic,Ribosomal_L10
14704,Lyase_aromatic,Ribosomal_L13
14705,Lyase_aromatic,Acyl-CoA_dh_M
14706,Lyase_aromatic,OAS1_C
14707,Lyase_aromatic,FAD_binding_7
14708,Lyase_aromatic,Orn_DAP_Arg_deC
14709,Lyase_aromatic,PGM_PMM_I
14710,Lyase_aromatic,14-3-3
14711,Lyase_aromatic,Flavokinase
14712,Lyase_aromatic,Biopterin_H
14713,Lyase_aromatic,PGM_PMM_III
14714,Lyase_aromatic,Carb_anhydrase
14715,Lyase_aromatic,RPE65
14716,Lyase_aromatic,GMP_PDE_delta
14717,Lyase_aromatic,SRF-TF
14718,Lyase_aromatic,Citrate_synt
14719,Lyase_aromatic,THUMP
14720,Lyase_aromatic,ATP-gua_PtransN
14721,Lyase_aromatic,Neil1-DNA_bind
14722,Lyase_aromatic,PGK
14723,Hormone_5,Fic
14724,Hormone_5,MutS_I
14725,Hormone_5,ProRS-C_1
14726,Hormone_5,Aconitase
14727,Hormone_5,PTPA
14728,Hormone_5,BCDHK_Adom3
14729,Hormone_5,DnaJ_CXXCXGXG
14730,Hormone_5,GMC_oxred_C
14731,Hormone_5,Mab-21
14732,Hormone_5,ADP_ribosyl_GH
14733,Hormone_5,Glyco_transf_29
14734,Hormone_5,AIRS
14735,Hormone_5,PAH
14736,Hormone_5,Bromodomain
14737,Hormone_5,zf-CDGSH
14738,Hormone_5,DNA_binding_1
14739,Hormone_5,zf-B_box
14740,Hormone_5,Topoisom_bac
14741,Hormone_5,Peptidase_M13_N
14742,Hormone_5,Ribosomal_L28
14743,Hormone_5,Ribosomal_L26
14744,Hormone_5,Ribosomal_L27
14745,Hormone_5,Ribosomal_L20
14746,Hormone_5,Ribosomal_L22
14747,Hormone_5,Ribosomal_L23
14748,Hormone_5,SAD_SRA
14749,Hormone_5,Ribosomal_L11_N
14750,Hormone_5,DUF1241
14751,Hormone_5,S-AdoMet_synt_N
14752,Hormone_5,TGT
14753,Hormone_5,THAP
14754,Hormone_5,PGM_PMM_IV
14755,Hormone_5,SLBP_RNA_bind
14756,Hormone_5,Dak2
14757,Hormone_5,PGM_PMM_II
14758,Hormone_5,Lipoxygenase
14759,Hormone_5,zf-TAZ
14760,Hormone_5,Spin-Ssty
14761,Hormone_5,Amidase
14762,Hormone_5,PBP
14763,Hormone_5,Ribosomal_L21p
14764,Hormone_5,E1-E2_ATPase
14765,Hormone_5,Mob1_phocein
14766,Hormone_5,Serpin
14767,Hormone_5,HSP90
14768,Hormone_5,Dynein_light
14769,Hormone_5,RecQ_Zn_bind
14770,Hormone_5,Focal_AT
14771,Hormone_5,DnaJ_C
14772,Hormone_5,Cyt-b5
14773,Hormone_5,OHCU_decarbox
14774,Hormone_5,Flavoprotein
14775,Hormone_5,Thg1
14776,Hormone_5,Somatomedin_B
14777,Hormone_5,eIF-5_eIF-2B
14778,Hormone_5,Ribonuc_red_lgN
14779,Hormone_5,zf-AN1
14780,Hormone_5,zf-C2HC
14781,Hormone_5,Catalase-rel
14782,Hormone_5,SWIB
14783,Hormone_5,Ribosomal_S17_N
14784,Hormone_5,ACPS
14785,Hormone_5,Ribonuclease_T2
14786,Hormone_5,PUB
14787,Hormone_5,Ammonium_transp
14788,Hormone_5,BAH
14789,Hormone_5,ATP-synt
14790,Hormone_5,Cullin_binding
14791,Hormone_5,RNA_pol_Rpb2_7
14792,Hormone_5,RNA_pol_Rpb2_1
14793,Hormone_5,RNA_pol_Rpb2_3
14794,Hormone_5,RNA_pol_Rpb2_2
14795,Hormone_5,Ribosomal_S3_C
14796,Hormone_5,HRM
14797,Hormone_5,Formyl_trans_C
14798,Hormone_5,Formyl_trans_N
14799,Hormone_5,Hemopexin
14800,Hormone_5,Ldl_recept_a
14801,Hormone_5,RS4NT
14802,Hormone_5,SET
14803,Hormone_5,GMP_synt_C
14804,Hormone_5,IMS
14805,Hormone_5,Pre-SET
14806,Hormone_5,TOPRIM_C
14807,Hormone_5,DAO_C
14808,Hormone_5,Sod_Fe_N
14809,Hormone_5,Sod_Fe_C
14810,Hormone_5,5_nucleotid_C
14811,Hormone_5,S10_plectin
14812,Hormone_5,PX
14813,Hormone_5,M20_dimer
14814,Hormone_5,WW
14815,Hormone_5,NAGLU_C
14816,Hormone_5,Pept_tRNA_hydro
14817,Hormone_5,S-methyl_trans
14818,Hormone_5,MutS_IV
14819,Hormone_5,Methyltransf_1N
14820,Hormone_5,HA2
14821,Hormone_5,PAP_assoc
14822,Hormone_5,Ribosomal_L35p
14823,Hormone_5,PolyA_pol_RNAbd
14824,Hormone_5,PIG-L
14825,Hormone_5,IL8
14826,Hormone_5,ATP-synt_ab_C
14827,Hormone_5,zf-UBR
14828,Hormone_5,SDF
14829,Hormone_5,HBB
14830,Hormone_5,S-AdoMet_synt_C
14831,Hormone_5,PMSR
14832,Hormone_5,TP_methylase
14833,Hormone_5,Peptidase_S8
14834,Hormone_5,S-AdoMet_synt_M
14835,Hormone_5,PARP_reg
14836,Hormone_5,NIF3
14837,Hormone_5,Ribosomal_L32e
14838,Hormone_5,GTP_EFTU_D3
14839,Hormone_5,COX2_TM
14840,Hormone_5,zf-A20
14841,Hormone_5,Pur_DNA_glyco
14842,Hormone_5,Gln-synt_N
14843,Hormone_5,RPAP2_Rtr1
14844,Hormone_5,Notch
14845,Hormone_5,Sua5_yciO_yrdC
14846,Hormone_5,mTERF
14847,Hormone_5,Voltage_CLC
14848,Hormone_5,Ribosomal_S14
14849,Hormone_5,Ribosomal_L39
14850,Hormone_5,ArfGap
14851,Hormone_5,Mito_carr
14852,Hormone_5,Pkinase_C
14853,Hormone_5,Hemerythrin
14854,Hormone_5,Cu_amine_oxid
14855,Hormone_5,DUF902
14856,Hormone_5,Ribosomal_S4e
14857,Hormone_5,DHHA2
14858,Hormone_5,Thg1C
14859,Hormone_5,Lyase_1
14860,Hormone_5,Sacchrp_dh_C
14861,Hormone_5,Amidase_2
14862,Hormone_5,ERO1
14863,Hormone_5,UDG
14864,Hormone_5,MIP
14865,Hormone_5,MIT
14866,Hormone_5,RnaseA
14867,Hormone_5,PALP
14868,Hormone_5,SUI1
14869,Hormone_5,GHMP_kinases_C
14870,Hormone_5,Spermine_synt_N
14871,Hormone_5,MoeA_C
14872,Hormone_5,SRP_SPB
14873,Hormone_5,tRNA-synt_1c_C
14874,Hormone_5,MoeA_N
14875,Hormone_5,Annexin
14876,Hormone_5,MM_CoA_mutase
14877,Hormone_5,Inos-1-P_synth
14878,Hormone_5,ATP-synt_C
14879,Hormone_5,ClpB_D2-small
14880,Hormone_5,Ceramidase_alk
14881,Hormone_5,MGS
14882,Hormone_5,PNP_phzG_C
14883,Hormone_5,ANATO
14884,Hormone_5,MutL_C
14885,Hormone_5,Pep_deformylase
14886,Hormone_5,POLO_box
14887,Hormone_5,Aldolase_II
14888,Hormone_5,Cbl_N
14889,Hormone_5,TPK_B1_binding
14890,Hormone_5,AXH
14891,Hormone_5,VPS9
14892,Hormone_5,ORC5_C
14893,Hormone_5,BTK
14894,Hormone_5,VKOR
14895,Hormone_5,Pyrophosphatase
14896,Hormone_5,zf-CXXC
14897,Hormone_5,Ribosomal_L11
14898,Hormone_5,NDK
14899,Hormone_5,MutS_III
14900,Hormone_5,Arg_tRNA_synt_N
14901,Hormone_5,Oxidored_q6
14902,Hormone_5,Ribosomal_S6e
14903,Hormone_5,Gal_Lectin
14904,Hormone_5,PAP_central
14905,Hormone_5,Ribosomal_S6
14906,Hormone_5,Ribosomal_S7
14907,Hormone_5,Sec1
14908,Hormone_5,Sec7
14909,Hormone_5,ribosomal_L24
14910,Hormone_5,Coprogen_oxidas
14911,Hormone_5,SecY
14912,Hormone_5,PROCN
14913,Hormone_5,RabGAP-TBC
14914,Hormone_5,DNA_topoisoIV
14915,Hormone_5,SRP19
14916,Hormone_5,PEPCK_N
14917,Hormone_5,Rbsn
14918,Hormone_5,Urocanase_C
14919,Hormone_5,Isochorismatase
14920,Hormone_5,AA_kinase
14921,Hormone_5,Peptidase_M24
14922,Hormone_5,Na_Ca_ex
14923,Hormone_5,VHL
14924,Hormone_5,Molybdopterin
14925,Hormone_5,RNA_pol
14926,Hormone_5,PK_C
14927,Hormone_5,TPK_catalytic
14928,Hormone_5,MAPEG
14929,Hormone_5,Cation_ATPase_C
14930,Hormone_5,Nop
14931,Hormone_5,Ald_Xan_dh_C2
14932,Hormone_5,TspO_MBR
14933,Hormone_5,Disintegrin
14934,Hormone_5,Cbl_N3
14935,Hormone_5,CBS
14936,Hormone_5,Aldo_ket_red
14937,Hormone_5,Topo_C_assoc
14938,Hormone_5,zf-Sec23_Sec24
14939,Hormone_5,Topoisom_I_N
14940,Hormone_5,Aminotran_4
14941,Hormone_5,PRO8NT
14942,Hormone_5,Ribosomal_L5_C
14943,Hormone_5,Ald_Xan_dh_C
14944,Hormone_5,RNA_pol_N
14945,Hormone_5,HIN
14946,Hormone_5,SUFU_C
14947,Hormone_5,Cpn60_TCP1
14948,Hormone_5,ATP-synt_DE_N
14949,Hormone_5,Evr1_Alr
14950,Hormone_5,ASF1_hist_chap
14951,Hormone_5,DNA_pol_B_thumb
14952,Hormone_5,DcpS
14953,Hormone_5,CDP-OH_P_transf
14954,Hormone_5,Gcd10p
14955,Hormone_5,CN_hydrolase
14956,Hormone_5,PRMT5_C
14957,Hormone_5,RPOL_N
14958,Hormone_5,DHHA1
14959,Hormone_5,ADK_lid
14960,Hormone_5,RNA_pol_Rpb1_2
14961,Hormone_5,RNA_pol_Rpb1_3
14962,Hormone_5,RNA_pol_Rpb1_1
14963,Hormone_5,RNA_pol_Rpb1_4
14964,Hormone_5,RNA_pol_Rpb1_5
14965,Hormone_5,B12-binding_2
14966,Hormone_5,p450
14967,Hormone_5,Prenyltransf
14968,Hormone_5,TSP_1
14969,Hormone_5,TSP_3
14970,Hormone_5,ERAP1_C
14971,Hormone_5,FTO_CTD
14972,Hormone_5,Sod_Cu
14973,Hormone_5,Ribosomal_S10
14974,Hormone_5,G6PD_C
14975,Hormone_5,Ribosomal_S16
14976,Hormone_5,Ribosomal_S18
14977,Hormone_5,Ribosomal_S19
14978,Hormone_5,AIRC
14979,Hormone_5,CTD_bind
14980,Hormone_5,RNB
14981,Hormone_5,AIRS_C
14982,Hormone_5,zf-CW
14983,Hormone_5,OLF
14984,Hormone_5,RNase_PH_C
14985,Hormone_5,MoCF_biosynth
14986,Hormone_5,Ribosomal_L4
14987,Hormone_5,Ribosomal_L6
14988,Hormone_5,Ribosomal_L1
14989,Hormone_5,Ribosomal_L16
14990,Hormone_5,Thymidylat_synt
14991,Hormone_5,Ribosomal_S8
14992,Hormone_5,Hormone_recep
14993,Hormone_5,Ribosomal_L9_N
14994,Hormone_5,Frataxin_Cyay
14995,Hormone_5,Nucleos_tra2_C
14996,Hormone_5,Ribosomal_L14
14997,Hormone_5,Ribosomal_L17
14998,Hormone_5,Ribosomal_L10
14999,Hormone_5,Ribosomal_L13
15000,Hormone_5,Acyl-CoA_dh_M
15001,Hormone_5,OAS1_C
15002,Hormone_5,FAD_binding_7
15003,Hormone_5,Orn_DAP_Arg_deC
15004,Hormone_5,PGM_PMM_I
15005,Hormone_5,14-3-3
15006,Hormone_5,Flavokinase
15007,Hormone_5,Biopterin_H
15008,Hormone_5,PGM_PMM_III
15009,Hormone_5,Carb_anhydrase
15010,Hormone_5,RPE65
15011,Hormone_5,GMP_PDE_delta
15012,Hormone_5,SRF-TF
15013,Hormone_5,Citrate_synt
15014,Hormone_5,THUMP
15015,Hormone_5,ATP-gua_PtransN
15016,Hormone_5,Neil1-DNA_bind
15017,Hormone_5,PGK
15018,BCDHK_Adom3,Fic
15019,BCDHK_Adom3,MutS_I
15020,BCDHK_Adom3,ProRS-C_1
15021,BCDHK_Adom3,Aconitase
15022,BCDHK_Adom3,PTPA
15023,BCDHK_Adom3,DnaJ_CXXCXGXG
15024,BCDHK_Adom3,GMC_oxred_C
15025,BCDHK_Adom3,Mab-21
15026,BCDHK_Adom3,ADP_ribosyl_GH
15027,BCDHK_Adom3,Glyco_transf_29
15028,BCDHK_Adom3,AIRS
15029,BCDHK_Adom3,PAH
15030,BCDHK_Adom3,Bromodomain
15031,BCDHK_Adom3,zf-CDGSH
15032,BCDHK_Adom3,DNA_binding_1
15033,BCDHK_Adom3,zf-B_box
15034,BCDHK_Adom3,Topoisom_bac
15035,BCDHK_Adom3,Peptidase_M13_N
15036,BCDHK_Adom3,Ribosomal_L28
15037,BCDHK_Adom3,Ribosomal_L26
15038,BCDHK_Adom3,Ribosomal_L27
15039,BCDHK_Adom3,Ribosomal_L20
15040,BCDHK_Adom3,Ribosomal_L22
15041,BCDHK_Adom3,Ribosomal_L23
15042,BCDHK_Adom3,SAD_SRA
15043,BCDHK_Adom3,Ribosomal_L11_N
15044,BCDHK_Adom3,DUF1241
15045,BCDHK_Adom3,S-AdoMet_synt_N
15046,BCDHK_Adom3,TGT
15047,BCDHK_Adom3,THAP
15048,BCDHK_Adom3,PGM_PMM_IV
15049,BCDHK_Adom3,SLBP_RNA_bind
15050,BCDHK_Adom3,Dak2
15051,BCDHK_Adom3,PGM_PMM_II
15052,BCDHK_Adom3,Lipoxygenase
15053,BCDHK_Adom3,zf-TAZ
15054,BCDHK_Adom3,Spin-Ssty
15055,BCDHK_Adom3,Amidase
15056,BCDHK_Adom3,PBP
15057,BCDHK_Adom3,Ribosomal_L21p
15058,BCDHK_Adom3,E1-E2_ATPase
15059,BCDHK_Adom3,Mob1_phocein
15060,BCDHK_Adom3,Serpin
15061,BCDHK_Adom3,HSP90
15062,BCDHK_Adom3,Dynein_light
15063,BCDHK_Adom3,RecQ_Zn_bind
15064,BCDHK_Adom3,Focal_AT
15065,BCDHK_Adom3,DnaJ_C
15066,BCDHK_Adom3,Cyt-b5
15067,BCDHK_Adom3,OHCU_decarbox
15068,BCDHK_Adom3,Flavoprotein
15069,BCDHK_Adom3,Thg1
15070,BCDHK_Adom3,Somatomedin_B
15071,BCDHK_Adom3,eIF-5_eIF-2B
15072,BCDHK_Adom3,Ribonuc_red_lgN
15073,BCDHK_Adom3,zf-AN1
15074,BCDHK_Adom3,zf-C2HC
15075,BCDHK_Adom3,Catalase-rel
15076,BCDHK_Adom3,SWIB
15077,BCDHK_Adom3,Ribosomal_S17_N
15078,BCDHK_Adom3,ACPS
15079,BCDHK_Adom3,Ribonuclease_T2
15080,BCDHK_Adom3,PUB
15081,BCDHK_Adom3,Ammonium_transp
15082,BCDHK_Adom3,BAH
15083,BCDHK_Adom3,ATP-synt
15084,BCDHK_Adom3,Cullin_binding
15085,BCDHK_Adom3,RNA_pol_Rpb2_7
15086,BCDHK_Adom3,RNA_pol_Rpb2_1
15087,BCDHK_Adom3,RNA_pol_Rpb2_3
15088,BCDHK_Adom3,RNA_pol_Rpb2_2
15089,BCDHK_Adom3,Ribosomal_S3_C
15090,BCDHK_Adom3,HRM
15091,BCDHK_Adom3,Formyl_trans_C
15092,BCDHK_Adom3,Formyl_trans_N
15093,BCDHK_Adom3,Hemopexin
15094,BCDHK_Adom3,Ldl_recept_a
15095,BCDHK_Adom3,RS4NT
15096,BCDHK_Adom3,SET
15097,BCDHK_Adom3,GMP_synt_C
15098,BCDHK_Adom3,IMS
15099,BCDHK_Adom3,Pre-SET
15100,BCDHK_Adom3,TOPRIM_C
15101,BCDHK_Adom3,DAO_C
15102,BCDHK_Adom3,Sod_Fe_N
15103,BCDHK_Adom3,Sod_Fe_C
15104,BCDHK_Adom3,5_nucleotid_C
15105,BCDHK_Adom3,S10_plectin
15106,BCDHK_Adom3,PX
15107,BCDHK_Adom3,M20_dimer
15108,BCDHK_Adom3,WW
15109,BCDHK_Adom3,NAGLU_C
15110,BCDHK_Adom3,Pept_tRNA_hydro
15111,BCDHK_Adom3,S-methyl_trans
15112,BCDHK_Adom3,MutS_IV
15113,BCDHK_Adom3,Methyltransf_1N
15114,BCDHK_Adom3,HA2
15115,BCDHK_Adom3,PAP_assoc
15116,BCDHK_Adom3,Ribosomal_L35p
15117,BCDHK_Adom3,PolyA_pol_RNAbd
15118,BCDHK_Adom3,PIG-L
15119,BCDHK_Adom3,IL8
15120,BCDHK_Adom3,ATP-synt_ab_C
15121,BCDHK_Adom3,zf-UBR
15122,BCDHK_Adom3,SDF
15123,BCDHK_Adom3,HBB
15124,BCDHK_Adom3,S-AdoMet_synt_C
15125,BCDHK_Adom3,PMSR
15126,BCDHK_Adom3,TP_methylase
15127,BCDHK_Adom3,Peptidase_S8
15128,BCDHK_Adom3,S-AdoMet_synt_M
15129,BCDHK_Adom3,PARP_reg
15130,BCDHK_Adom3,NIF3
15131,BCDHK_Adom3,Ribosomal_L32e
15132,BCDHK_Adom3,GTP_EFTU_D3
