,number,count,name,domains
188,51603,1,proteolysis involved in cellular protein catabolic process,Proteasome
189,3995,1,acyl-CoA dehydrogenase activity,Acyl-CoA_dh_M
190,6298,1,mismatch repair,MutS_V
191,5540,1,hyaluronic acid binding,Xlink
192,30117,1,membrane coat,Adaptin_N
193,18342,1,protein prenylation,PPTA
194,5544,1,calcium-dependent phospholipid binding,Annexin
195,4252,2,serine-type endopeptidase activity,Trypsin.Trypsin_2
196,6629,3,lipid metabolic process,PI-PLC-Y.Phospholip_A2_1.PI-PLC-X
197,16814,2,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",APOBEC_N.APOBEC_C
198,413,2,protein peptidyl-prolyl isomerization,Pro_isomerase.Pro-rich
199,8009,1,chemokine activity,IL8
200,6644,1,phospholipid metabolic process,Phospholip_A2_1
201,70588,1,calcium ion transmembrane transport,RYDR_ITPR
202,6241,1,CTP biosynthetic process,NDK
203,8641,1,small protein activating enzyme activity,ThiF
204,15299,1,solute:proton antiporter activity,Na_H_Exchanger
205,4550,1,nucleoside diphosphate kinase activity,NDK
206,4553,1,"hydrolase activity, hydrolyzing O-glycosyl compounds",Glyco_hydro_31
207,8138,1,protein tyrosine/serine/threonine phosphatase activity,DSPc
208,5581,1,collagen trimer,C4
209,16849,2,phosphorus-oxygen lyase activity,Guanylate_cyc.Guanylate_kin
210,30170,1,pyridoxal phosphate binding,Aminotran_1_2
211,43087,1,regulation of GTPase activity,RasGAP
212,5085,4,guanyl-nucleotide exchange factor activity,RasGEF.Sec7.RhoGEF.RasGEF_N
213,5086,1,ARF guanyl-nucleotide exchange factor activity,Sec7
214,5089,1,Rho guanyl-nucleotide exchange factor activity,RhoGEF
215,50660,2,flavin adenine dinucleotide binding,Acyl-CoA_dh_N.Acyl-CoA_dh_2
216,50662,3,coenzyme binding,Epimerase.Acyl-CoA_dh_N.Acyl-CoA_dh_2
217,30695,2,GTPase regulator activity,GoLoco.ArfGap
218,5096,1,GTPase activator activity,ArfGap
219,5102,8,receptor binding,wnt.TGF_beta.FGF.TGFb_propeptide.Interferon.TNF.IRS.IL8
220,7154,35,cell communication,Calx-beta.PI-PLC-Y.HR1.RA.TIR_2.RhoGAP.Death.PDEase_I.NCD3G.7tm_2.7tm_3.7tm_1.G-alpha.G-gamma.TAS2R.SOCS_box.Guanylate_cyc.DCX.C1_1.DEP.Ras.Roc.RasGEF.APC_r.wnt.Sec7.RhoGEF.Hormone_recep.Frizzled.7TM_GPCR_Srsx.7tm_4.C1-set.Guanylate_kin.PI-PLC-X.RasGEF_N
221,7166,3,cell surface receptor signaling pathway,Frizzled.APC_r.wnt
222,3674,374,molecular_function,SNARE.PCI.GST_N_3.GST_N_2.VWC.TPR_10.TPR_11.Fz.F-box.BAR.NHL.GRIP.Ig_2.HEAT.SAM_1.SAM_2.EGF.Kazal_2.Kazal_1.Spectrin.GAF.JAB.PHD.Sema.zf-RING_11.PAS_3.BTB.Ldl_recept_a.SET.PDZ.LRR_8.TIR_2.TPR_1.TPR_7.TPR_8.WW.Bromodomain.LRR_6.TIR.SH3_9.EMI.fn3.Kelch_2.Kelch_1.F-box-like.SH3_1.Ank_3.GST_N.Death.PID.TNFR_c6.C2.CH.SPRY.Ank.FHA.ubiquitin.IQ.PDZ_2.zf-RING_2.zf-RING_5.TIG.Ephrin_lbd.UBX.Arm.Tissue_fac.PTB.WD40.EF-hand_4.MIF4G.PLAT.PB1.zf-C4.GATA.RINGv.ZZ.APOBEC_N.zf-TRAF.zf-AN1.Peptidase_M10.LIM.Peptidase_M14.TFIIS_C.Pre-SET.zf-NF-X1.zf-C2HC.zf-RanBP.zf-B_box.zf-UBP.zf-FCS.zf-CXXC.zf-rbx1.zf-CCHC.zf-A20.Myosin_head.Pkinase_C.ResIII.Cpn60_TCP1.tRNA-synt_1.ABC_tran.AAA.SNF2_N.AAA_5.MutS_V.DEAD.ABC_membrane.Kinesin.Myosin_N.Hairy_orange.CENP-B_N.Homeobox.bZIP_Maf.CSD.ARID.Linker_histone.Histone.Homeobox_KN.CUT.zf-BED.bZIP_1.bZIP_2.Pou.SCAN.Ets.Forkhead.HSF_DNA-bind.T-box.E2F_TDP.Cadherin.Gla.EGF_CA.Annexin.Cadherin_C.TSP_3.EF-hand_1.EF-hand_5.EF-hand_7.EF-hand_6.EF-hand_8.DDE_1.S1.R3H.G-patch.THAP.KRAB.RRM_1.HMA.zf-C2H2.zf-C2H2_6.zf-C3HC4.FYVE.E1-E2_ATPase.zf-CCCH.zf-H2C2_2.Metallothio.SAM_PNT.Ras.Septin.MMR_HSR1.GBP.Arf.Roc.GTP_EFTU_D2.HRM.NCD3G.7tm_2.7tm_3.7tm_1.TAS2R.PP2C.Epimerase.ECH_1.AMP-binding.Prenyltrans.MIP.SSF.CIMR.OATP.2OG-FeII_Oxy_3.NAD_binding_1.Pyr_redox_2.Aldedh.S4.PUF.KH_1.Reprolysin.ADAM_spacer1.Anticodon_1.Myosin_tail_1.WH2.Cofilin_ADF.Xin.NUDIX.Metallophos.TGF_beta.FGF.TGFb_propeptide.G-alpha.Tubulin.G-gamma.Pkinase_Tyr.Globin.p450.COLFI.LBP_BPI_CETP.START.Lig_chan-Glu_bd.Dynein_heavy.Acyl-CoA_dh_N.Acyl-CoA_dh_1.A2M.A2M_N.Microtub_bd.DAGK_cat.PI3_PI4_kinase.SRCR.Somatomedin_B.Sulfotransfer_2.Sulfotransfer_1.Filaggrin.Filament.Interferon.Phospholip_A2_1.Kunitz_BPTI.Gal-bind_lectin.PLAC.Peptidase_C1.Ion_trans.Y_phosphatase.Tubulin-binding.BAH.Peptidase_C2.Neur_chan_LBD.IRK.Acyltransferase.UCH.RYDR_ITPR.PDEase_I.Pro_isomerase.Glyco_transf_29.Galactosyl_T.Glutaredoxin.Proteasome.WAP.tRNA_int_endo.Sulfatase.Transglut_C.HECT.Fascin.PPTA.Sulfate_transp.PX.Zip.IRS.HA2.HLH.Cystatin.AA_permease_2.Sugar_tr.NTP_transf_2.PI-PLC-Y.IBN_N.IGFBP.PARP.Methyltransf_11.UDPGT.Ribosomal_S4.Acetyltransf_1.Acyl-CoA_dh_M.Xlink.Trypsin.IL8.ThiF.Na_H_Exchanger.NDK.Glyco_hydro_31.DSPc.Guanylate_cyc.Aminotran_1_2.RasGEF.Sec7.RhoGEF.GoLoco.ArfGap.wnt.7TM_GPCR_Srsx.7tm_4.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9.ADAM_CR.AMP-binding_C.APOBEC_C.Aa_trans.Acyl-CoA_dh_2.Ank_2.Ank_4.Ank_5.Arm_2.BAR_3.C2-set_2.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.EF-hand_like.EGF_2.EGF_3.Ephrin_rec_like.G-patch_2.GST_C.GST_C_2.GST_C_3.GTP_EFTU.Glyco_transf_7C.Guanylate_kin.HEAT_2.HEAT_EZ.Histone_H2A_C.Ig_3.Ion_trans_2.Kelch_3.Kelch_4.Kelch_5.Kelch_6.LRR_4.LRR_5.LRR_9.Ldl_recept_b.Methyltransf_12.Methyltransf_23.Methyltransf_25.Methyltransf_31.NAD_binding_8.PAS_11.PAS_9.PHD_2.PI-PLC-X.Peptidase_C14.Pro-rich.RasGEF_N.Reprolysin_2.Reprolysin_3.Reprolysin_5.Ribosomal_L7Ae.SH3_2.Sulfotransfer_3.TPR_12.TPR_14.TPR_17.TPR_19.TPR_2.TSP_1.Transglut_core.Trypsin_2.Tubulin_C.UCH_1.ig.zf-C2H2_4.zf-C3HC4_2.zf-C3HC4_3.zf-C3HC4_4.zf-H2C2_5.zf-HC5HC2H.zf-HC5HC2H_2.zf-MYND.zf-RING_UBOX.zf-met
223,5488,259,binding,SNARE.PCI.GST_N_3.GST_N_2.VWC.TPR_10.TPR_11.Fz.F-box.BAR.NHL.GRIP.Ig_2.HEAT.SAM_1.SAM_2.EGF.Kazal_2.Kazal_1.Spectrin.GAF.JAB.PHD.Sema.zf-RING_11.PAS_3.BTB.Ldl_recept_a.SET.PDZ.LRR_8.TIR_2.TPR_1.TPR_7.TPR_8.WW.Bromodomain.LRR_6.TIR.SH3_9.EMI.fn3.Kelch_2.Kelch_1.F-box-like.SH3_1.Ank_3.GST_N.Death.PID.TNFR_c6.C2.CH.SPRY.Ank.FHA.ubiquitin.IQ.PDZ_2.zf-RING_2.zf-RING_5.TIG.Ephrin_lbd.UBX.Arm.Tissue_fac.PTB.WD40.EF-hand_4.MIF4G.PLAT.PB1.zf-C4.GATA.RINGv.ZZ.APOBEC_N.zf-TRAF.zf-AN1.Peptidase_M10.LIM.Peptidase_M14.TFIIS_C.Pre-SET.zf-NF-X1.zf-C2HC.zf-RanBP.zf-B_box.zf-UBP.zf-FCS.zf-CXXC.zf-rbx1.zf-CCHC.zf-A20.Myosin_head.Pkinase_C.ResIII.Cpn60_TCP1.tRNA-synt_1.ABC_tran.AAA.SNF2_N.AAA_5.MutS_V.DEAD.ABC_membrane.Kinesin.Myosin_N.Hairy_orange.CENP-B_N.Homeobox.bZIP_Maf.CSD.ARID.Linker_histone.Histone.Homeobox_KN.CUT.zf-BED.Cadherin.Gla.EGF_CA.Annexin.Cadherin_C.TSP_3.EF-hand_1.EF-hand_5.EF-hand_7.EF-hand_6.EF-hand_8.DDE_1.S1.R3H.G-patch.THAP.KRAB.RRM_1.HMA.zf-C2H2.zf-C2H2_6.zf-C3HC4.FYVE.E1-E2_ATPase.zf-CCCH.zf-H2C2_2.Metallothio.bZIP_1.bZIP_2.SAM_PNT.Ets.Forkhead.HSF_DNA-bind.Ras.Septin.MMR_HSR1.GBP.Arf.Roc.GTP_EFTU_D2.S4.PUF.KH_1.Anticodon_1.WH2.Cofilin_ADF.Xin.TGF_beta.FGF.TGFb_propeptide.Globin.p450.LBP_BPI_CETP.START.Microtub_bd.Interferon.Gal-bind_lectin.G-alpha.Tubulin-binding.BAH.Somatomedin_B.Fascin.PX.IRS.HLH.IBN_N.IGFBP.Ribosomal_S4.Xlink.IL8.Aminotran_1_2.Acyl-CoA_dh_N.Epimerase.wnt.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9.APOBEC_C.Acyl-CoA_dh_2.Ank_2.Ank_4.Ank_5.Arm_2.BAR_3.C2-set_2.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.EF-hand_like.EGF_2.EGF_3.Ephrin_rec_like.G-patch_2.GST_C.GST_C_2.GST_C_3.GTP_EFTU.HEAT_2.HEAT_EZ.Histone_H2A_C.Ig_3.Kelch_3.Kelch_4.Kelch_5.Kelch_6.LRR_4.LRR_5.LRR_9.Ldl_recept_b.PAS_11.PAS_9.PHD_2.Peptidase_C14.Ribosomal_L7Ae.SH3_2.TPR_12.TPR_14.TPR_17.TPR_19.TPR_2.TSP_1.Tubulin_C.ig.zf-C2H2_4.zf-C3HC4_2.zf-C3HC4_3.zf-C3HC4_4.zf-H2C2_5.zf-HC5HC2H.zf-HC5HC2H_2.zf-MYND.zf-RING_UBOX.zf-met
224,5575,119,cellular_component,Neur_chan_memb.SRCR.EamA.MAM.Cadherin.Syntaxin.Galactosyl_T.Neur_chan_LBD.RYDR_ITPR.Zip.AA_permease_2.MIP.HRM.Cys_rich_FGFR.SSF.Lig_chan-Glu_bd.Cadherin_C.Lig_chan.GPS.PSI.AA_permease.MHC_II_alpha.MARVEL.Ion_trans.Frizzled.OATP.TNF.MHC_II_beta.CD225.EMP24_GP25L.SNF.MFS_1.Sugar_tr.Sulfate_transp.Na_H_Exchanger.TRAM_LAG1_CLN8.7tm_2.7tm_3.7tm_1.Tetraspannin.CIMR.Calx-beta.Sulfotransfer_2.HlyIII.TMC.PMP22_Claudin.IRK.CD20.ABC_membrane.Na_Ca_ex.TAS2R.Claudin_2.zf-C4.bZIP_Maf.Cyclin_C.Pre-SET.SSXRD.zf-NF-X1.zf-C2HC.Linker_histone.MBT.SAM_PNT.Med26.NAP.HSF_DNA-bind.T-box.Gla.ANATO.A2M_recep.fn1.Defensin_beta_2.IGFBP.WAP.IL8.wnt.Interferon.Cofilin_ADF.Peptidase_C2.NTF2.MH1.zf-B_box.Ribosomal_S4.KRAB.Myosin_head.Myosin_tail_1.Myosin_N.BAR.Involucrin.Keratin_B2_2.MyTH4.Plectin.Peptidase_M10.ADAM_spacer1.A2M_comp.Serum_albumin.E2F_TDP.G-gamma.Proteasome.Dynein_heavy.Filament.Xin.Adaptin_N.7TM_GPCR_Srsx.7tm_4.A2M_N_2.ADAM_CR.Aa_trans.BAR_3.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.Cyclin_N.Cys_knot.Ion_trans_2.Keratin_2_head.PSI_integrin.Ribosomal_L7Ae.Sulfotransfer_3
225,43167,102,ion binding,zf-C4.GATA.RINGv.ZZ.APOBEC_N.zf-TRAF.zf-AN1.Peptidase_M10.LIM.Peptidase_M14.TFIIS_C.zf-RING_11.Pre-SET.zf-NF-X1.Peptidase_M1.zf-C2HC.zf-RanBP.zf-B_box.zf-UBP.zf-RING_2.zf-RING_5.zf-FCS.zf-CXXC.zf-rbx1.zf-CCHC.zf-A20.Myosin_head.Pkinase_C.ResIII.Cpn60_TCP1.tRNA-synt_1.ABC_tran.AAA.SNF2_N.AAA_5.MutS_V.DEAD.ABC_membrane.Kinesin.Myosin_N.Cadherin.Gla.EGF_CA.Annexin.Cadherin_C.TSP_3.EF-hand_1.EF-hand_5.EF-hand_7.EF-hand_6.EF-hand_8.HMA.zf-C2H2.zf-C2H2_6.zf-C3HC4.FYVE.E1-E2_ATPase.zf-CCCH.zf-H2C2_2.Metallothio.Ras.Septin.MMR_HSR1.GBP.Arf.Roc.GTP_EFTU_D2.PX.p450.Aminotran_1_2.Acyl-CoA_dh_N.AAA_11.AAA_12.AAA_17.AAA_18.AAA_33.AAA_6.AAA_7.AAA_8.AAA_9.APOBEC_C.Acyl-CoA_dh_2.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.EF-hand_like.EGF_2.EGF_3.GTP_EFTU.Peptidase_C14.TSP_1.zf-C2H2_4.zf-C3HC4_2.zf-C3HC4_3.zf-C3HC4_4.zf-H2C2_5.zf-HC5HC2H.zf-HC5HC2H_2.zf-MYND.zf-RING_UBOX.zf-met
226,43169,67,cation binding,zf-C4.GATA.RINGv.ZZ.APOBEC_N.zf-TRAF.zf-AN1.Peptidase_M10.LIM.Peptidase_M14.TFIIS_C.zf-RING_11.Pre-SET.zf-NF-X1.Peptidase_M1.zf-C2HC.zf-RanBP.zf-B_box.zf-UBP.zf-RING_2.zf-RING_5.zf-FCS.zf-CXXC.zf-rbx1.zf-CCHC.zf-A20.Cadherin.Gla.EGF_CA.Annexin.Cadherin_C.TSP_3.EF-hand_1.EF-hand_5.EF-hand_7.EF-hand_6.EF-hand_8.HMA.zf-C2H2.zf-C2H2_6.zf-C3HC4.FYVE.E1-E2_ATPase.zf-CCCH.zf-H2C2_2.Metallothio.p450.APOBEC_C.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.EF-hand_like.EGF_2.EGF_3.Peptidase_C14.TSP_1.zf-C2H2_4.zf-C3HC4_2.zf-C3HC4_3.zf-C3HC4_4.zf-H2C2_5.zf-HC5HC2H.zf-HC5HC2H_2.zf-MYND.zf-RING_UBOX.zf-met
227,46914,39,transition metal ion binding,zf-C4.GATA.RINGv.ZZ.APOBEC_N.zf-TRAF.zf-AN1.Peptidase_M10.LIM.Peptidase_M14.TFIIS_C.zf-RING_11.Pre-SET.zf-NF-X1.Peptidase_M1.zf-C2HC.zf-RanBP.zf-B_box.zf-UBP.zf-RING_2.zf-RING_5.zf-FCS.zf-CXXC.zf-rbx1.zf-CCHC.zf-A20.p450.APOBEC_C.Peptidase_C14.zf-C2H2_4.zf-C3HC4_2.zf-C3HC4_3.zf-C3HC4_4.zf-H2C2_5.zf-HC5HC2H.zf-HC5HC2H_2.zf-MYND.zf-RING_UBOX.zf-met
228,31224,28,intrinsic component of membrane,CD225.EMP24_GP25L.SNF.EamA.MFS_1.Sugar_tr.Sulfate_transp.Na_H_Exchanger.TRAM_LAG1_CLN8.7tm_2.7tm_3.7tm_1.Tetraspannin.CIMR.Calx-beta.Sulfotransfer_2.HlyIII.TMC.PMP22_Claudin.IRK.CD20.ABC_membrane.Na_Ca_ex.TAS2R.Claudin_2.7TM_GPCR_Srsx.7tm_4.Sulfotransfer_3
229,44425,32,membrane part,CD225.EMP24_GP25L.SNF.EamA.MFS_1.Sugar_tr.Sulfate_transp.Na_H_Exchanger.TRAM_LAG1_CLN8.7tm_2.7tm_3.7tm_1.Tetraspannin.CIMR.Calx-beta.Sulfotransfer_2.HlyIII.TMC.PMP22_Claudin.IRK.CD20.ABC_membrane.Na_Ca_ex.TAS2R.Claudin_2.MHC_II_alpha.MHC_II_beta.G-gamma.Adaptin_N.7TM_GPCR_Srsx.7tm_4.Sulfotransfer_3
230,6139,32,nucleobase-containing compound metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.NDK.TFIIS_C.TAF.tRNA_int_endo.Guanylate_cyc.MutS_V.Guanylate_kin
231,6725,32,cellular aromatic compound metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.NDK.TFIIS_C.TAF.tRNA_int_endo.Guanylate_cyc.MutS_V.Guanylate_kin
232,6807,32,nitrogen compound metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.NDK.TFIIS_C.TAF.tRNA_int_endo.Guanylate_cyc.MutS_V.Guanylate_kin
233,8150,188,biological_process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.2OG-FeII_Oxy_3.NAD_binding_1.ADH_zinc_N.Pyr_redox_2.Aldedh.Acyl-CoA_dh_N.Acyl-CoA_dh_M.Acyl-CoA_dh_1.p450.ADH_N.EMP24_GP25L.Neur_chan_LBD.MIP.NTF2.SSF.CIMR.AA_permease.OATP.ABC_membrane.MFS_1.Sugar_tr.Na_H_Exchanger.Zip.Ion_trans.Na_Ca_ex.ECH_1.Methyltransf_11.Acyltransferase.AMP-binding.Sulfatase.UDPGT.PI-PLC-Y.HR1.TIR_2.RhoGAP.Death.PDEase_I.NCD3G.7tm_2.7tm_3.7tm_1.G-alpha.G-gamma.TAS2R.SOCS_box.Guanylate_cyc.DCX.C1_1.DEP.Somatomedin_B.MHC_II_alpha.IL8.MHC_I_C.TNF.MHC_II_beta.Peptidase_C1.Peptidase_M10.Trypsin.Peptidase_M14.Peptidase_C2.Reprolysin.Ras.Roc.RasGEF.IBN_N.Adaptin_N.Clathrin.Pkinase_Tyr.Pkinase_C.Linker_histone.NAP.Neur_chan_memb.APC_r.wnt.tRNA-synt_1.Anticodon_1.HMA.FKBP_C.Pro_isomerase.Y_phosphatase.DSPc.Galactosyl_T.Glyco_transf_29.Dynein_heavy.Kinesin.Glutaredoxin.Thioredoxin.Bcl-2.CARD.Xlink.TSP_3.Cadherin.Cadherin_C.NDK.IGFBP.Defensin_beta_2.BTB_2.TGFb_propeptide.Sec7.Sulfate_transp.Spin-Ssty.UCH.Pre-SET.IRK.SNF.Involucrin.TFIIS_C.TAF.Transglut_C.RhoGEF.tRNA_int_endo.GRIP.AA_permease_2.Interferon.Phospholip_A2_1.Ran_BP1.TTL.Xin.Glyco_hydro_31.LCE.Aminotran_1_2.Snf7.MreB_Mbl.CD225.Proteasome.MutS_V.PPTA.RYDR_ITPR.RasGAP.Calx-beta.Frizzled.7TM_GPCR_Srsx.7tm_4.AMP-binding_C.Aa_trans.Acyl-CoA_dh_2.C1-set.Cadherin_2.Cadherin_3.Cadherin_C_2.Cadherin_tail.Clathrin_propel.Glyco_transf_7C.Guanylate_kin.Ion_trans_2.MHC_I.Methyltransf_12.Methyltransf_23.Methyltransf_25.Methyltransf_31.NAD_binding_8.PI-PLC-X.Peptidase_C14.Pro-rich.RasGEF_N.Reprolysin_2.Reprolysin_3.Reprolysin_5.TSP_1.Thioredoxin_6.Transglut_core.Trypsin_2.UCH_1.adh_short.adh_short_C2
234,9059,30,macromolecule biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.Galactosyl_T.Glyco_transf_29.TFIIS_C.TAF.Glyco_transf_7C
235,9889,23,regulation of biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
236,9987,96,cellular process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.PI-PLC-Y.HR1.TIR_2.RhoGAP.Death.PDEase_I.NCD3G.7tm_2.7tm_3.7tm_1.G-alpha.G-gamma.TAS2R.SOCS_box.Guanylate_cyc.DCX.C1_1.DEP.Ras.Roc.RasGEF.Pkinase_Tyr.Pkinase_C.Linker_histone.NAP.APC_r.wnt.tRNA-synt_1.Anticodon_1.FKBP_C.Pro_isomerase.Y_phosphatase.DSPc.Galactosyl_T.Glyco_transf_29.Dynein_heavy.Kinesin.Glutaredoxin.Thioredoxin.Bcl-2.CARD.NDK.IGFBP.BTB_2.Sec7.UCH.Pre-SET.Involucrin.TFIIS_C.TAF.Transglut_C.RhoGEF.tRNA_int_endo.TTL.Xin.MreB_Mbl.Proteasome.MutS_V.PPTA.Phospholip_A2_1.Calx-beta.Frizzled.7TM_GPCR_Srsx.7tm_4.C1-set.Glyco_transf_7C.Guanylate_kin.PI-PLC-X.Pro-rich.RasGEF_N.Thioredoxin_6.Transglut_core.UCH_1
237,10467,28,gene expression,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.TFIIS_C.TAF.tRNA_int_endo
238,10468,23,regulation of gene expression,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
239,10556,23,regulation of macromolecule biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
240,16070,28,RNA metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.TFIIS_C.TAF.tRNA_int_endo
241,18130,28,heterocycle biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.NDK.TFIIS_C.TAF.Guanylate_cyc.Guanylate_kin
242,19219,23,regulation of nucleobase-containing compound metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
243,19222,23,regulation of metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
244,19438,28,aromatic compound biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.NDK.TFIIS_C.TAF.Guanylate_cyc.Guanylate_kin
245,31323,23,regulation of cellular metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
246,31326,23,regulation of cellular biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP
247,32774,25,RNA biosynthetic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.TFIIS_C.TAF
248,34641,32,cellular nitrogen compound metabolic process,Hairy_orange.zf-C4.GATA.bZIP_Maf.CSD.SSXRD.bZIP_1.bZIP_2.zf-NF-X1.Pou.PAS.zf-C2HC.MH1.SCAN.MBT.Ets.Hormone_recep.Forkhead.KRAB.HSF_DNA-bind.T-box.Homeobox_KN.E2F_TDP.tRNA-synt_1.Anticodon_1.NDK.TFIIS_C.TAF.tRNA_int_endo.Guanylate_cyc.MutS_V.Guanylate_kin
