,number,count,name,domains
252,16876,1,"ligase activity, forming aminoacyl-tRNA and related compounds",tRNA_SAD
253,4590,1,orotidine-5'-phosphate decarboxylase activity,OMPdecase
254,4594,1,pantothenate kinase activity,Fumble
255,16901,1,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor",GSDH
256,4615,1,phosphomannomutase activity,PMM
257,4616,1,phosphogluconate dehydrogenase (decarboxylating) activity,6PGD
258,4618,1,phosphoglycerate kinase activity,PGK
259,8716,1,D-alanine-D-alanine ligase activity,Dala_Dala_lig_C
260,4643,1,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,AICARFT_IMPCHas
261,8745,1,N-acetylmuramoyl-L-alanine amidase activity,Amidase_2
262,4652,1,polynucleotide adenylyltransferase activity,PAP_central
263,4655,1,porphobilinogen synthase activity,ALAD
264,4674,1,protein serine/threonine kinase activity,Alpha_kinase
265,16972,1,thiol oxidase activity,Evr1_Alr
266,6741,1,NADP biosynthetic process,NAD_kinase
267,6750,1,glutathione biosynthetic process,GSH_synth_ATP
268,4713,1,protein tyrosine kinase activity,Focal_AT
269,4714,1,transmembrane receptor protein tyrosine kinase activity,Furin-like
270,43631,1,RNA polyadenylation,PAP_central
271,4721,1,phosphoprotein phosphatase activity,Ssu72
272,6783,1,heme biosynthetic process,Ferrochelatase
273,17025,1,TBP-class protein binding,TFIIB
274,6788,1,heme oxidation,Heme_oxygenase
275,4748,1,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",Ribonuc_red_lgN
276,4751,1,ribose-5-phosphate isomerase activity,Rib_5-P_isom_A
277,51861,1,glycolipid binding,GLTP
278,6809,1,nitric oxide biosynthetic process,NO_synthase
279,6814,1,sodium ion transport,Na_sulph_symp
280,15012,1,heparan sulfate proteoglycan biosynthetic process,Glyco_transf_64
281,6821,1,chloride transport,Voltage_CLC
282,4781,1,sulfate adenylyltransferase (ATP) activity,ATP-sulfurylase
283,4788,1,thiamine diphosphokinase activity,TPK_catalytic
284,8897,1,holo-[acyl-carrier-protein] synthase activity,ACPS
285,6855,1,drug transmembrane transport,MatE
286,4813,1,alanine-tRNA ligase activity,tRNA-synt_2c
287,723,1,telomere maintenance,POT1
288,4827,1,proline-tRNA ligase activity,ProRS-C_1
289,6879,1,cellular iron ion homeostasis,Ferritin
290,4833,1,"tryptophan 2,3-dioxygenase activity",Trp_dioxygenase
291,35556,1,intracellular signal transduction,BTK
292,15078,1,hydrogen ion transmembrane transporter activity,ATP-synt_C
293,4843,1,thiol-dependent ubiquitin-specific protease activity,Peptidase_C12
294,8942,1,nitrite reductase [NAD(P)H] activity,Rieske_2
295,6952,1,defense response,Defensin_1
296,4853,1,uroporphyrinogen decarboxylase activity,URO-D
297,6904,1,vesicle docking involved in exocytosis,Sec1
298,70403,1,NAD+ binding,SIR2
299,19211,1,phosphatase activator activity,PTPA
300,784,1,"nuclear chromosome, telomeric region",POT1
301,31515,1,tRNA (m1A) methyltransferase complex,Gcd10p
302,6950,1,response to stress,HSP90
303,19239,1,deaminase activity,A_deaminase
304,808,1,origin recognition complex,ORC5_C
305,16462,1,pyrophosphatase activity,DHHA2
306,4019,1,adenylosuccinate synthase activity,Adenylsucc_synt
307,9052,1,"pentose-phosphate shunt, non-oxidative branch",Rib_5-P_isom_A
308,9056,1,catabolic process,PTE
309,7017,1,microtubule-based process,Dynein_light
310,46912,1,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",Citrate_synt
311,15238,1,drug transmembrane transporter activity,MatE
312,31625,1,ubiquitin protein ligase binding,Cullin
313,48029,1,monosaccharide binding,RbsD_FucU
314,70569,1,uridylyltransferase activity,UDPGP
315,15293,1,symporter activity,SDF
316,15297,1,antiporter activity,MatE
317,9159,1,deoxyribonucleoside monophosphate catabolic process,Nuc_deoxyrib_tr
318,9165,1,nucleotide biosynthetic process,DHFR_1
319,9166,1,nucleotide catabolic process,5_nucleotid_C
320,33743,1,peptide-methionine (R)-S-oxide reductase activity,SelR
321,978,1,RNA polymerase II core promoter proximal region sequence-specific DNA binding,BTD
322,982,1,"transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding",BTD
323,5085,1,guanyl-nucleotide exchange factor activity,Mss4
324,50144,1,nucleoside deoxyribosyltransferase activity,Nuc_deoxyrib_tr
325,16209,1,antioxidant activity,AhpC-TSA
326,19441,1,tryptophan catabolic process to kynurenine,Trp_dioxygenase
327,7165,1,signal transduction,RBD
328,7166,1,cell surface receptor signaling pathway,Cbl_N
329,46080,1,dUTP metabolic process,dUTPase
330,7169,1,transmembrane receptor protein tyrosine kinase signaling pathway,Furin-like
331,7172,1,signal complex assembly,Focal_AT
332,5125,1,cytokine activity,IL17
333,9231,1,riboflavin biosynthetic process,Flavokinase
334,19478,1,D-amino acid catabolic process,Tyr_Deacylase
335,5978,1,glycogen biosynthetic process,Glycogen_syn
336,9253,1,peptidoglycan catabolic process,Amidase_2
337,70694,1,deoxyribonucleoside 5'-monophosphate N-glycosidase activity,Nuc_deoxyrib_tr
338,9264,1,deoxyribonucleotide catabolic process,NT5C
339,7219,1,Notch signaling pathway,MNNL
340,19510,1,S-adenosylhomocysteine catabolic process,AdoHcyase
341,9396,1,folic acid-containing compound biosynthetic process,THF_DHG_CYH
342,5179,1,hormone activity,Insulin
343,5185,1,neurohypophyseal hormone activity,Hormone_5
344,3937,1,IMP cyclohydrolase activity,AICARFT_IMPCHas
345,1104,1,RNA polymerase II transcription cofactor activity,Med18
346,9298,1,GDP-mannose biosynthetic process,PMM
347,7264,1,small GTPase mediated signal transduction,Mss4
348,33897,1,ribonuclease T2 activity,Ribonuclease_T2
349,7275,1,multicellular organism development,MNNL
350,6333,1,chromatin assembly or disassembly,ASF1_hist_chap
351,5247,1,voltage-gated chloride channel activity,Voltage_CLC
352,44212,1,transcription regulatory region DNA binding,P53
353,44237,1,cellular metabolic process,IF-2B
354,9435,1,NAD biosynthetic process,QRPTase_C
355,6352,1,"DNA-templated transcription, initiation",TBP
356,4649,1,poly(ADP-ribose) glycohydrolase activity,PARG_cat
357,42254,1,ribosome biogenesis,Ribosomal_L10
358,46373,1,L-arabinose metabolic process,AbfB
359,19752,1,carboxylic acid metabolic process,Pyridoxal_deC
360,19773,1,"proteasome core complex, alpha-subunit complex",Proteasome_A_N
361,15696,1,ammonium transport,Ammonium_transp
362,6542,1,glutamine biosynthetic process,Gln-synt_N
363,50518,1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,IspD
364,19799,1,tubulin N-acetyltransferase activity,Acetyltransf_16
365,5694,1,chromosome,Topoisom_I_N
366,5506,1,iron ion binding,NifU_N
367,4332,1,fructose-bisphosphate aldolase activity,Glycolytic
368,46488,1,phosphatidylinositol metabolic process,PIP5K
369,42393,1,histone binding,SAD_SRA
370,30131,1,clathrin adaptor complex,Alpha_adaptinC2
371,30151,1,molybdenum ion binding,Mo-co_dimer
372,4497,1,monooxygenase activity,Cu2_monooxygen
373,71929,1,alpha-tubulin acetylation,Acetyltransf_16
374,46556,1,alpha-L-arabinofuranosidase activity,AbfB
375,50661,1,NADP binding,G6PD_C
376,4013,1,adenosylhomocysteinase activity,AdoHcyase
377,8113,1,peptide-methionine (S)-S-oxide reductase activity,PMSR
378,15923,1,mannosidase activity,Glyco_hydro_38C
379,15934,1,large ribosomal subunit,Ribosomal_L26
380,15937,1,coenzyme A biosynthetic process,Fumble
381,30286,1,dynein complex,Dynein_light
382,4367,1,glycerol-3-phosphate dehydrogenase [NAD+] activity,NAD_Gly3P_dh_C
383,3678,1,DNA helicase activity,DnaB_C
384,18024,1,histone-lysine N-methyltransferase activity,DOT1
385,3690,1,double-stranded DNA binding,mTERF
386,6419,1,alanyl-tRNA aminoacylation,tRNA-synt_2c
387,15991,1,ATP hydrolysis coupled proton transport,ATP-synt_C
388,3712,1,transcription cofactor activity,zf-TAZ
389,3713,1,transcription coactivator activity,PC4
390,5057,1,"signal transducer activity, downstream of receptor",RBD
391,3724,1,RNA helicase activity,RNA_helicase
392,3725,1,double-stranded RNA binding,Sua5_yciO_yrdC
393,5783,1,endoplasmic reticulum,ERO1
394,5786,1,"signal recognition particle, endoplasmic reticulum targeting",SRP14
395,3747,1,translation release factor activity,RF-1
396,3756,1,protein disulfide isomerase activity,ERO1
397,16051,1,carbohydrate biosynthetic process,NeuB
398,18101,1,protein citrullination,PAD_M
399,16671,1,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",ERO1
400,6433,1,prolyl-tRNA aminoacylation,ProRS-C_1
401,290,1,deadenylation-dependent decapping of nuclear-transcribed mRNA,DcpS
402,5991,1,trehalose metabolic process,Trehalase
403,5874,1,microtubule,Acetyltransf_16
404,46836,1,glycolipid transport,GLTP
405,9986,1,cell surface,Plasmod_Pvs28
406,46854,1,phosphatidylinositol phosphorylation,Inositol_P
407,3857,1,3-hydroxyacyl-CoA dehydrogenase activity,3HCDH
408,3860,1,3-hydroxyisobutyryl-CoA hydrolase activity,ECH_2
409,30488,1,tRNA methylation,Gcd10p
410,16153,1,urocanate hydratase activity,Urocanase
411,5925,1,focal adhesion,Focal_AT
412,3887,1,DNA-directed DNA polymerase activity,DNA_pol_A
413,10038,1,response to metal ion,CutA1
414,3905,1,alkylbase DNA N-glycosylase activity,Pur_DNA_glyco
415,3906,1,DNA-(apurinic or apyrimidinic site) lyase activity,H2TH
416,3908,1,methylated-DNA-[protein]-cysteine S-methyltransferase activity,Methyltransf_1N
417,6796,1,phosphate-containing compound metabolic process,Pyrophosphatase
418,3916,1,DNA topoisomerase activity,Topoisom_bac
419,8017,1,microtubule binding,EB1
420,3922,1,GMP synthase (glutamine-hydrolyzing) activity,GMP_synt_C
421,46933,1,"proton-transporting ATP synthase activity, rotational mechanism",ATP-synt
422,8026,1,ATP-dependent helicase activity,Helicase_C_2
423,5996,1,monosaccharide metabolic process,RbsD_FucU
424,3950,1,NAD+ ADP-ribosyltransferase activity,PARP_reg
425,3951,1,NAD+ kinase activity,NAD_kinase
426,3953,1,NAD+ nucleosidase activity,Rib_hydrolayse
427,3956,1,NAD(P)+-protein-arginine ADP-ribosyltransferase activity,ART
428,6006,1,glucose metabolic process,G6PD_C
429,6012,1,galactose metabolic process,GalP_UDP_transf
430,6013,1,mannose metabolic process,Glyco_hydro_38C
431,6021,1,inositol biosynthetic process,NAD_binding_5
432,6024,1,glycosaminoglycan biosynthetic process,Glyco_transf_64
433,51082,1,unfolded protein binding,HSP90
434,8083,1,growth factor activity,PDGF
435,3993,1,acid phosphatase activity,His_Phos_2
436,8097,1,5S rRNA binding,Ribosomal_L5e
437,8519,1,ammonium transmembrane transporter activity,Ammonium_transp
438,8108,1,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,GalP_UDP_transf
439,4017,1,adenylate kinase activity,ADK_lid
440,16307,1,phosphatidylinositol phosphate kinase activity,PIP5K
441,16715,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",Cu2_monooxygen
442,8134,1,transcription factor binding,Sigma54_activat
443,4045,1,aminoacyl-tRNA hydrolase activity,Pept_tRNA_hydro
444,6094,1,gluconeogenesis,PGI
445,6098,1,pentose-phosphate shunt,6PGD
446,6480,1,N-terminal protein amino acid methylation,Methyltransf_PK
447,4066,1,asparagine synthase (glutamine-hydrolyzing) activity,Asn_synthase
448,8173,1,RNA methyltransferase activity,SpoU_methylase
449,8531,1,riboflavin kinase activity,Flavokinase
450,8184,1,glycogen phosphorylase activity,Phosphorylase
